,PREC.I.1..in.,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
6815,0,6.00E-02,-2.10E+00,-4.30E-01,1.20E-01,7.90E-01,-4.80E-01,-2.00E-02,1.30E-01
6816,0,-2.20E-01,-2.21E+00,-4.90E-01,1.70E-01,8.50E-01,-4.10E-01,-1.00E-02,1.40E-01
6817,0,-2.00E-01,-2.31E+00,-3.70E-01,1.90E-01,8.40E-01,-1.00E-01,4.00E-02,1.50E-01
6818,0,-3.70E-01,-2.42E+00,-4.70E-01,2.80E-01,8.50E-01,-5.30E-01,-2.00E-02,1.50E-01
6819,0,-1.20E-01,-2.13E+00,-4.00E-01,1.80E-01,7.60E-01,8.00E-02,0.00E+00,1.50E-01
6820,0,-3.60E-01,-2.34E+00,-4.50E-01,2.80E-01,8.40E-01,-2.80E-01,-1.00E-02,1.50E-01
6821,0,-4.60E-01,-2.42E+00,-4.60E-01,2.90E-01,8.80E-01,-3.50E-01,-1.00E-02,1.60E-01
6822,0,-2.90E-01,-2.08E+00,-2.10E-01,2.10E-01,5.70E-01,8.20E-01,5.00E-02,1.40E-01
6823,0,-8.00E-01,-2.49E+00,-3.40E-01,2.00E-01,8.00E-01,-6.00E-02,0.00E+00,1.60E-01
6824,0,-2.90E-01,-2.10E+00,-3.00E-01,-2.00E-02,9.20E-01,-2.90E-01,0.00E+00,1.70E-01
6825,0,1.19E+00,-5.70E-01,-1.00E-02,-1.02E+00,1.08E+00,-1.01E+00,0.00E+00,1.80E-01
6826,0,2.02E+00,2.20E-01,9.00E-02,-1.54E+00,1.22E+00,-1.75E+00,-2.00E-02,1.80E-01
6827,0,2.48E+00,3.80E-01,1.00E-01,-1.46E+00,1.22E+00,-1.68E+00,-2.00E-02,1.90E-01
6828,0,2.77E+00,4.40E-01,1.20E-01,-1.39E+00,1.18E+00,-1.59E+00,-1.00E-02,1.90E-01
6829,0,2.99E+00,4.80E-01,6.00E-02,-1.25E+00,1.14E+00,-1.54E+00,-1.00E-02,1.80E-01
6830,0,2.87E+00,1.00E-01,-4.00E-02,-1.05E+00,1.26E+00,-1.91E+00,-1.00E-02,1.80E-01
6831,0,2.97E+00,-8.00E-02,-1.30E-01,-9.10E-01,1.22E+00,-1.86E+00,-2.00E-02,1.70E-01
6832,0,2.83E+00,-2.20E-01,-1.80E-01,-7.80E-01,1.15E+00,-1.67E+00,1.00E-02,1.50E-01
6833,0,2.66E+00,-4.50E-01,-2.20E-01,-6.90E-01,1.07E+00,-1.49E+00,1.00E-02,1.30E-01
6834,0,2.13E+00,-8.40E-01,-2.30E-01,-4.30E-01,8.30E-01,-5.80E-01,2.00E-02,1.10E-01
6835,0,1.33E+00,-1.30E+00,-2.10E-01,-2.30E-01,6.70E-01,1.00E-01,4.00E-02,1.10E-01
6836,0,8.20E-01,-1.59E+00,-2.70E-01,-7.00E-02,6.70E-01,5.00E-02,4.00E-02,1.10E-01
6837,0,5.40E-01,-1.65E+00,-2.60E-01,-3.00E-02,6.00E-01,2.40E-01,3.00E-02,1.10E-01
6838,0,3.60E-01,-1.84E+00,-2.70E-01,3.00E-02,6.50E-01,2.90E-01,5.00E-02,1.20E-01
6839,0,1.50E-01,-2.12E+00,-4.80E-01,2.10E-01,8.10E-01,-5.30E-01,-2.00E-02,1.30E-01
6840,0,1.90E-01,-2.13E+00,-5.00E-01,2.50E-01,8.40E-01,-4.30E-01,-2.00E-02,1.40E-01
6841,0,-1.60E-01,-2.47E+00,-5.70E-01,3.70E-01,9.70E-01,-8.50E-01,-2.00E-02,1.50E-01
6842,0,6.00E-02,-2.24E+00,-4.20E-01,3.00E-01,8.00E-01,-1.80E-01,0.00E+00,1.40E-01
6843,0,-1.30E-01,-2.27E+00,-4.90E-01,3.20E-01,8.50E-01,-2.50E-01,-1.00E-02,1.50E-01
6844,0,-2.70E-01,-2.37E+00,-4.60E-01,3.20E-01,8.50E-01,-3.70E-01,-1.00E-02,1.50E-01
6845,0,-2.80E-01,-2.35E+00,-4.50E-01,3.20E-01,8.40E-01,-1.80E-01,-1.00E-02,1.60E-01
6846,0,-4.80E-01,-2.47E+00,-4.50E-01,3.30E-01,8.50E-01,-1.10E-01,-1.00E-02,1.60E-01
6847,0,-4.70E-01,-2.41E+00,-4.20E-01,3.80E-01,7.50E-01,6.00E-02,-1.00E-02,1.50E-01
6848,0,-9.00E-02,-2.14E+00,-3.70E-01,1.70E-01,8.90E-01,-2.80E-01,-1.00E-02,1.70E-01
6849,0,1.16E+00,-1.06E+00,-1.90E-01,-5.30E-01,1.14E+00,-1.22E+00,-1.00E-02,1.80E-01
6850,0,2.28E+00,3.60E-01,7.00E-02,-1.48E+00,1.13E+00,-1.44E+00,-2.00E-02,1.70E-01
6851,0,2.36E+00,1.20E-01,-3.00E-02,-1.27E+00,1.31E+00,-2.02E+00,-2.00E-02,1.90E-01
6852,0,2.67E+00,1.50E-01,1.00E-02,-1.19E+00,1.29E+00,-1.86E+00,0.00E+00,1.90E-01
6853,0,3.05E+00,3.40E-01,5.00E-02,-1.12E+00,1.14E+00,-1.50E+00,1.00E-02,1.70E-01
6854,0,3.28E+00,4.00E-01,4.00E-02,-1.08E+00,1.05E+00,-1.15E+00,1.00E-02,1.70E-01
6855,0,3.67E+00,9.90E-01,2.60E-01,-1.29E+00,5.70E-01,1.10E-01,2.00E-02,1.20E-01
6856,0,3.62E+00,9.70E-01,2.20E-01,-1.23E+00,4.40E-01,4.80E-01,3.00E-02,1.00E-01
6857,0,3.32E+00,6.80E-01,1.50E-01,-1.14E+00,4.00E-01,4.30E-01,3.00E-02,8.00E-02
6858,0,2.46E+00,-3.40E-01,-7.00E-02,-5.20E-01,4.50E-01,3.60E-01,3.00E-02,8.00E-02
6859,0,1.37E+00,-1.34E+00,-2.50E-01,-1.00E-01,6.30E-01,-3.00E-02,4.00E-02,1.00E-01
6860,0,1.01E+00,-1.53E+00,-2.60E-01,-3.00E-02,6.10E-01,1.60E-01,4.00E-02,1.10E-01
6861,0,1.05E+00,-1.40E+00,-1.50E-01,-7.00E-02,4.30E-01,7.30E-01,4.00E-02,1.00E-01
6862,0,7.20E-01,-1.58E+00,-1.90E-01,4.00E-02,4.50E-01,6.60E-01,4.00E-02,1.00E-01
6863,0,1.11E+00,-1.23E+00,-9.00E-02,2.00E-02,2.50E-01,1.30E+00,4.00E-02,9.00E-02
6864,0,1.06E+00,-1.26E+00,-1.50E-01,7.00E-02,3.00E-01,1.35E+00,4.00E-02,1.00E-01
6865,0,6.10E-01,-1.69E+00,-1.60E-01,1.50E-01,4.10E-01,9.60E-01,5.00E-02,1.10E-01
6866,0,3.60E-01,-1.81E+00,-2.00E-01,2.20E-01,4.30E-01,9.10E-01,5.00E-02,1.10E-01
6867,0,1.90E-01,-2.03E+00,-2.70E-01,2.80E-01,5.60E-01,6.00E-01,4.00E-02,1.20E-01
6868,0,5.90E-01,-1.43E+00,-2.00E-02,5.00E-02,1.70E-01,1.74E+00,5.00E-02,9.00E-02
6869,0,4.00E-01,-1.06E+00,2.00E-01,-2.40E-01,-1.70E-01,2.85E+00,6.00E-02,7.00E-02
6870,0,-1.80E-01,-1.48E+00,1.40E-01,-1.80E-01,-5.00E-02,2.60E+00,6.00E-02,8.00E-02
6871,0,-3.70E-01,-1.62E+00,1.00E-01,-1.80E-01,4.00E-02,2.35E+00,6.00E-02,9.00E-02
6872,0,-3.60E-01,-1.67E+00,9.00E-02,-2.10E-01,1.40E-01,2.05E+00,6.00E-02,1.00E-01
6873,0,9.00E-02,-1.28E+00,1.30E-01,-4.50E-01,3.20E-01,1.43E+00,6.00E-02,1.10E-01
6874,0,1.97E+00,1.25E+00,7.20E-01,-1.99E+00,3.00E-02,2.01E+00,5.00E-02,9.00E-02
6875,0,2.23E+00,1.41E+00,6.80E-01,-2.13E+00,5.00E-02,1.78E+00,5.00E-02,8.00E-02
6876,0,2.59E+00,1.49E+00,6.40E-01,-2.06E+00,2.80E-01,1.23E+00,4.00E-02,1.20E-01
6877,0,3.02E+00,1.61E+00,6.90E-01,-2.00E+00,2.30E-01,1.26E+00,4.00E-02,1.10E-01
6878,0,2.82E+00,1.24E+00,4.80E-01,-1.78E+00,3.20E-01,9.70E-01,4.00E-02,1.00E-01
6879,0,2.57E+00,8.10E-01,3.10E-01,-1.57E+00,3.80E-01,7.40E-01,4.00E-02,9.00E-02
6880,0,2.46E+00,5.70E-01,2.50E-01,-1.46E+00,3.40E-01,7.00E-01,3.00E-02,7.00E-02
6881,0,2.33E+00,4.00E-01,1.50E-01,-1.37E+00,4.60E-01,4.20E-01,3.00E-02,8.00E-02
6882,0,1.52E+00,-5.70E-01,0.00E+00,-8.20E-01,4.80E-01,4.00E-01,4.00E-02,8.00E-02
6883,0,6.00E-01,-1.36E+00,-1.80E-01,-4.00E-01,5.70E-01,3.40E-01,4.00E-02,1.00E-01
6884,0,2.10E-01,-1.56E+00,-1.30E-01,-3.90E-01,5.10E-01,6.10E-01,5.00E-02,1.00E-01
6885,0,-7.60E-01,-2.51E+00,-5.10E-01,6.00E-02,8.40E-01,-4.70E-01,-1.00E-02,1.30E-01
6886,0,-8.20E-01,-2.51E+00,-4.40E-01,1.50E-01,7.10E-01,-5.00E-02,0.00E+00,1.20E-01
6887,0,-1.09E+00,-2.71E+00,-5.50E-01,1.90E-01,8.80E-01,-6.70E-01,-2.00E-02,1.30E-01
6888,0,-1.02E+00,-2.60E+00,-4.50E-01,1.00E-01,8.00E-01,-2.20E-01,-1.00E-02,1.40E-01
6889,0,-1.10E+00,-2.58E+00,-4.00E-01,1.00E-01,7.60E-01,2.00E-02,1.00E-02,1.40E-01
6890,0,-1.18E+00,-2.71E+00,-4.90E-01,1.40E-01,8.60E-01,-2.70E-01,-1.00E-02,1.50E-01
6891,0,-1.09E+00,-2.60E+00,-4.50E-01,1.80E-01,7.80E-01,-1.30E-01,-1.00E-02,1.40E-01
6892,0,-6.30E-01,-2.36E+00,-3.90E-01,1.60E-01,7.20E-01,1.10E-01,-1.00E-02,1.40E-01
6893,0,-1.01E+00,-2.43E+00,-3.30E-01,1.20E-01,6.50E-01,2.50E-01,0.00E+00,1.30E-01
6894,0,-1.10E+00,-2.46E+00,-2.60E-01,8.00E-02,5.90E-01,5.10E-01,0.00E+00,1.30E-01
6895,0,-1.12E+00,-2.54E+00,-3.40E-01,1.60E-01,6.70E-01,3.90E-01,0.00E+00,1.40E-01
6896,0,-8.20E-01,-2.36E+00,-3.30E-01,0.00E+00,8.70E-01,-1.30E-01,0.00E+00,1.60E-01
6897,0,7.00E-02,-1.72E+00,-2.70E-01,-3.60E-01,1.12E+00,-1.05E+00,-1.00E-02,1.80E-01
6898,0,1.51E+00,-1.00E-01,1.00E-01,-1.48E+00,1.10E+00,-1.35E+00,-1.00E-02,1.70E-01
6899,0,2.20E+00,4.00E-01,2.10E-01,-1.60E+00,1.01E+00,-1.06E+00,-1.00E-02,1.70E-01
6900,0,2.72E+00,7.70E-01,2.60E-01,-1.59E+00,8.60E-01,-6.90E-01,-1.00E-02,1.60E-01
6901,0,3.09E+00,9.00E-01,2.30E-01,-1.50E+00,7.90E-01,-5.10E-01,-1.00E-02,1.50E-01
6902,0,3.09E+00,6.80E-01,1.40E-01,-1.33E+00,8.40E-01,-7.40E-01,-2.00E-02,1.50E-01
6903,0,3.05E+00,5.00E-01,2.00E-02,-1.18E+00,8.40E-01,-8.60E-01,-2.00E-02,1.30E-01
6904,0,2.81E+00,1.60E-01,-6.00E-02,-1.02E+00,8.30E-01,-9.80E-01,-2.00E-02,1.20E-01
6905,0,2.37E+00,-2.20E-01,-2.20E-01,-9.20E-01,8.60E-01,-1.14E+00,-3.00E-02,1.00E-01
6906,0,1.53E+00,-1.32E+00,-4.20E-01,-1.60E-01,8.40E-01,-7.80E-01,-2.00E-02,1.20E-01
6907,0,9.30E-01,-1.82E+00,-5.70E-01,7.00E-02,9.50E-01,-9.50E-01,-3.00E-02,1.30E-01
6908,0,8.30E-01,-1.89E+00,-5.30E-01,1.80E-01,8.30E-01,-7.00E-01,-2.00E-02,1.20E-01
6909,0,9.40E-01,-1.79E+00,-4.90E-01,2.50E-01,7.30E-01,-3.40E-01,-2.00E-02,1.20E-01
6910,0,8.60E-01,-1.87E+00,-4.80E-01,3.40E-01,7.00E-01,-3.00E-01,-1.00E-02,1.10E-01
6911,0,7.40E-01,-2.00E+00,-4.90E-01,3.40E-01,7.50E-01,-1.80E-01,-1.00E-02,1.30E-01
6912,0,7.30E-01,-2.02E+00,-4.50E-01,4.80E-01,6.10E-01,1.10E-01,-1.00E-02,1.20E-01
6913,0,5.90E-01,-2.10E+00,-4.60E-01,4.40E-01,6.90E-01,-1.20E-01,-1.00E-02,1.20E-01
6914,0,4.40E-01,-2.16E+00,-4.50E-01,4.30E-01,7.00E-01,-9.00E-02,0.00E+00,1.30E-01
6915,0,4.00E-01,-2.28E+00,-4.90E-01,5.30E-01,7.80E-01,-2.10E-01,1.00E-02,1.30E-01
6916,0,6.60E-01,-1.94E+00,-3.50E-01,3.90E-01,5.60E-01,3.70E-01,0.00E+00,1.20E-01
6917,0,1.60E-01,-2.50E+00,-6.20E-01,6.30E-01,9.00E-01,-7.00E-01,-3.00E-02,1.50E-01
6918,0,6.00E-01,-1.90E+00,-2.80E-01,4.80E-01,4.50E-01,9.00E-01,5.00E-02,1.10E-01
6919,0,6.00E-02,-1.47E+00,2.00E-02,-1.00E-02,3.00E-02,2.26E+00,6.00E-02,8.00E-02
6920,0,-6.40E-01,-2.35E+00,-2.00E-01,2.10E-01,5.00E-01,9.30E-01,6.00E-02,1.20E-01
6921,0,-6.50E-01,-2.37E+00,-3.70E-01,0.00E+00,8.10E-01,-1.80E-01,-2.00E-02,1.50E-01
6922,0,8.50E-01,-2.90E-01,1.60E-01,-1.44E+00,8.40E-01,-4.00E-01,4.00E-02,1.30E-01
6923,0,1.71E+00,2.60E-01,2.70E-01,-1.60E+00,7.20E-01,-1.60E-01,4.00E-02,1.20E-01
6924,0,2.04E+00,4.30E-01,2.40E-01,-1.50E+00,6.30E-01,-5.00E-02,3.00E-02,1.10E-01
6925,0,2.38E+00,5.00E-01,2.60E-01,-1.47E+00,6.50E-01,-7.00E-02,3.00E-02,1.20E-01
6926,0,2.72E+00,5.70E-01,2.30E-01,-1.39E+00,7.80E-01,-4.00E-01,3.00E-02,1.40E-01
6927,0,2.73E+00,4.40E-01,2.10E-01,-1.27E+00,7.50E-01,-5.80E-01,3.00E-02,1.20E-01
6928,0,2.60E+00,3.10E-01,1.30E-01,-1.18E+00,6.50E-01,-3.00E-01,3.00E-02,1.00E-01
6929,0,2.29E+00,-3.00E-02,0.00E+00,-1.11E+00,7.10E-01,-3.30E-01,3.00E-02,1.00E-01
6930,0,1.22E+00,-1.17E+00,-2.00E-01,-3.60E-01,6.30E-01,0.00E+00,4.00E-02,9.00E-02
6931,0,2.60E-01,-1.94E+00,-4.60E-01,-1.00E-01,8.40E-01,-8.40E-01,-3.00E-02,1.10E-01
6932,0,1.70E-01,-2.09E+00,-4.80E-01,1.00E-02,8.40E-01,-6.50E-01,-2.00E-02,1.20E-01
6933,0,-1.00E-02,-2.20E+00,-5.20E-01,1.40E-01,8.30E-01,-6.70E-01,-2.00E-02,1.20E-01
6934,0,-4.00E-02,-2.26E+00,-4.60E-01,1.70E-01,7.80E-01,-4.30E-01,-1.00E-02,1.20E-01
6935,0,-1.10E-01,-2.11E+00,-4.00E-01,1.20E-01,6.40E-01,6.00E-02,0.00E+00,1.10E-01
6936,0,4.00E-02,-1.75E+00,-8.00E-02,-7.00E-02,2.70E-01,1.29E+00,5.00E-02,9.00E-02
6937,0,-8.20E-01,-2.41E+00,-4.10E-01,1.20E-01,6.20E-01,1.30E-01,-2.00E-02,1.10E-01
6938,0,-8.40E-01,-2.44E+00,-3.80E-01,1.10E-01,6.10E-01,3.60E-01,-1.00E-02,1.20E-01
6939,0,-9.20E-01,-2.53E+00,-3.70E-01,1.40E-01,6.20E-01,3.10E-01,0.00E+00,1.20E-01
6940,0.1,-9.60E-01,-2.56E+00,-3.60E-01,2.00E-01,5.90E-01,3.20E-01,0.00E+00,1.10E-01
6941,0.1,-9.00E-01,-2.43E+00,-3.20E-01,1.40E-01,5.30E-01,6.30E-01,1.00E-02,1.10E-01
6942,0.1,-1.12E+00,-2.84E+00,-4.00E-01,2.80E-01,7.20E-01,1.80E-01,1.00E-02,1.30E-01
6943,0.1,-1.15E+00,-2.80E+00,-4.60E-01,3.10E-01,7.40E-01,2.00E-02,0.00E+00,1.30E-01
6944,0.1,-1.08E+00,-2.81E+00,-4.00E-01,2.90E-01,7.40E-01,0.00E+00,0.00E+00,1.30E-01
6945,0.1,-7.00E-01,-2.22E+00,-3.20E-01,-6.00E-02,7.80E-01,-1.10E-01,1.00E-02,1.40E-01
6946,0.2,6.30E-01,-6.00E-02,3.80E-01,-1.29E+00,0.00E+00,2.03E+00,3.00E-02,8.00E-02
6947,0.3,4.50E-01,-1.30E-01,3.40E-01,-1.48E+00,1.40E-01,1.74E+00,5.00E-02,7.00E-02
6948,0.3,1.46E+00,1.22E+00,6.80E-01,-2.26E+00,8.00E-02,1.76E+00,5.00E-02,8.00E-02
6949,0.3,2.48E+00,1.85E+00,8.60E-01,-2.31E+00,-1.70E-01,2.32E+00,5.00E-02,6.00E-02
6950,0.3,3.33E+00,2.17E+00,8.40E-01,-2.22E+00,-2.10E-01,2.49E+00,5.00E-02,6.00E-02
6951,0.3,3.54E+00,2.29E+00,8.10E-01,-2.14E+00,-2.10E-01,2.45E+00,5.00E-02,6.00E-02
6952,0.3,3.48E+00,2.19E+00,8.30E-01,-2.14E+00,-2.90E-01,2.62E+00,5.00E-02,5.00E-02
6953,0.3,2.95E+00,1.56E+00,5.70E-01,-1.87E+00,-6.00E-02,1.83E+00,4.00E-02,5.00E-02
6954,0.3,1.92E+00,2.30E-01,2.50E-01,-1.16E+00,1.70E-01,1.44E+00,4.00E-02,7.00E-02
6955,0.3,1.34E+00,-4.60E-01,1.00E-01,-7.60E-01,2.90E-01,1.20E+00,4.00E-02,9.00E-02
6956,0.3,1.27E+00,-5.50E-01,1.00E-01,-6.10E-01,2.30E-01,1.39E+00,5.00E-02,9.00E-02
6957,0.3,5.10E-01,-1.13E+00,-5.00E-02,-4.30E-01,4.40E-01,8.00E-01,4.00E-02,1.10E-01
6958,0.3,5.00E-02,-1.46E+00,-7.00E-02,-3.80E-01,5.30E-01,7.50E-01,5.00E-02,1.20E-01
6959,0.3,8.00E-02,-1.35E+00,3.00E-02,-4.00E-01,3.90E-01,1.10E+00,5.00E-02,1.10E-01
6960,0.3,-4.00E-01,-1.51E+00,3.00E-02,-4.30E-01,3.90E-01,1.23E+00,5.00E-02,1.20E-01
6961,0.3,-7.00E-01,-1.68E+00,3.00E-02,-4.00E-01,4.00E-01,1.20E+00,5.00E-02,1.20E-01
6962,0.3,-1.22E+00,-2.12E+00,1.00E-02,-3.10E-01,5.10E-01,9.60E-01,6.00E-02,1.30E-01
6963,0.3,-1.31E+00,-2.12E+00,0.00E+00,-3.40E-01,5.40E-01,1.18E+00,6.00E-02,1.40E-01
6964,0.3,-1.31E+00,-2.02E+00,4.00E-02,-3.60E-01,4.70E-01,1.29E+00,6.00E-02,1.40E-01
6965,0.3,-1.41E+00,-2.11E+00,3.00E-02,-3.30E-01,5.10E-01,1.21E+00,7.00E-02,1.40E-01
6966,0.3,-1.48E+00,-2.16E+00,3.00E-02,-2.70E-01,4.80E-01,1.34E+00,6.00E-02,1.40E-01
6967,0.3,-1.44E+00,-2.13E+00,6.00E-02,-3.20E-01,5.20E-01,1.36E+00,7.00E-02,1.50E-01
6968,0.3,-1.14E+00,-1.95E+00,1.10E-01,-4.50E-01,6.30E-01,9.10E-01,6.00E-02,1.60E-01
6969,0.3,-3.70E-01,-8.10E-01,2.80E-01,-1.30E+00,7.90E-01,2.30E-01,5.00E-02,1.70E-01
6970,0.3,8.80E-01,7.60E-01,6.30E-01,-2.42E+00,7.70E-01,1.00E-01,4.00E-02,1.60E-01
6971,0.3,1.62E+00,1.12E+00,6.90E-01,-2.38E+00,7.20E-01,2.00E-01,4.00E-02,1.60E-01
6972,0.3,2.22E+00,1.40E+00,7.10E-01,-2.32E+00,6.50E-01,3.70E-01,4.00E-02,1.60E-01
6973,0.3,2.44E+00,1.26E+00,6.00E-01,-2.19E+00,7.70E-01,7.00E-02,4.00E-02,1.70E-01
6974,0.3,2.61E+00,1.36E+00,5.60E-01,-2.08E+00,6.50E-01,2.50E-01,3.00E-02,1.50E-01
6975,0.3,2.81E+00,1.45E+00,6.00E-01,-2.04E+00,4.80E-01,6.10E-01,4.00E-02,1.30E-01
6976,0.3,2.64E+00,1.18E+00,4.90E-01,-1.92E+00,5.00E-01,5.70E-01,4.00E-02,1.20E-01
6977,0.3,2.37E+00,9.10E-01,4.10E-01,-1.85E+00,5.10E-01,5.50E-01,4.00E-02,1.10E-01
6978,0.3,1.61E+00,5.00E-02,2.40E-01,-1.22E+00,4.20E-01,8.70E-01,5.00E-02,1.00E-01
6979,0.3,4.80E-01,-1.04E+00,-2.00E-02,-8.00E-01,7.30E-01,1.20E-01,4.00E-02,1.30E-01
6980,0.3,-5.90E-01,-1.85E+00,-3.10E-01,-6.30E-01,1.05E+00,-8.70E-01,-2.00E-02,1.60E-01
6981,0.3,-9.70E-01,-1.88E+00,-9.00E-02,-6.10E-01,8.20E-01,4.00E-02,5.00E-02,1.40E-01
6982,0.3,-8.30E-01,-1.68E+00,7.00E-02,-7.20E-01,6.30E-01,7.30E-01,6.00E-02,1.30E-01
6983,0.3,-8.30E-01,-1.66E+00,1.00E-01,-6.80E-01,5.80E-01,9.20E-01,6.00E-02,1.30E-01
6984,0.3,-8.30E-01,-1.67E+00,1.20E-01,-6.10E-01,5.50E-01,9.90E-01,6.00E-02,1.40E-01
6985,0.3,-1.44E+00,-2.26E+00,-2.40E-01,-4.10E-01,9.20E-01,-2.50E-01,-1.00E-02,1.60E-01
6986,0.3,-1.45E+00,-2.29E+00,-2.20E-01,-3.60E-01,8.90E-01,-1.50E-01,-1.00E-02,1.60E-01
6987,0.3,-1.22E+00,-2.05E+00,6.00E-02,-4.40E-01,6.40E-01,9.20E-01,6.00E-02,1.50E-01
6988,0.3,-1.72E+00,-2.49E+00,-2.50E-01,-2.70E-01,9.40E-01,-2.20E-01,-1.00E-02,1.70E-01
6989,0.3,-1.55E+00,-2.39E+00,-1.80E-01,-2.90E-01,8.60E-01,7.00E-02,-1.00E-02,1.70E-01
6990,0.3,-1.49E+00,-2.39E+00,-1.80E-01,-2.10E-01,8.30E-01,1.20E-01,-1.00E-02,1.70E-01
6991,0.3,-1.77E+00,-2.46E+00,-1.00E-01,-2.90E-01,8.20E-01,2.10E-01,2.00E-02,1.70E-01
6992,0.3,-1.67E+00,-2.29E+00,-8.00E-02,-4.70E-01,9.40E-01,-8.00E-02,1.00E-02,1.80E-01
6993,0.3,-6.00E-01,-1.09E+00,1.40E-01,-1.31E+00,1.09E+00,-5.90E-01,0.00E+00,1.90E-01
6994,0.3,6.80E-01,2.70E-01,3.70E-01,-2.20E+00,1.19E+00,-1.11E+00,0.00E+00,1.90E-01
6995,0.3,1.23E+00,4.70E-01,3.70E-01,-2.09E+00,1.18E+00,-1.17E+00,0.00E+00,2.00E-01
6996,0.3,1.66E+00,4.40E-01,3.50E-01,-1.92E+00,1.23E+00,-1.51E+00,-1.00E-02,2.00E-01
6997,0.3,2.09E+00,3.70E-01,2.60E-01,-1.72E+00,1.30E+00,-1.63E+00,-1.00E-02,2.10E-01
6998,0.3,2.06E+00,1.80E-01,1.10E-01,-1.56E+00,1.33E+00,-1.81E+00,-1.00E-02,2.00E-01
6999,0.3,2.19E+00,1.30E-01,8.00E-02,-1.46E+00,1.28E+00,-1.92E+00,-3.00E-02,1.80E-01
7000,0.3,2.12E+00,-1.00E-01,-9.00E-02,-1.26E+00,1.30E+00,-1.84E+00,-3.00E-02,1.80E-01
7001,0.3,2.02E+00,-1.90E-01,-8.00E-02,-1.21E+00,1.18E+00,-1.68E+00,-2.00E-02,1.50E-01
7002,0.3,1.05E+00,-1.14E+00,-1.90E-01,-7.00E-01,1.09E+00,-1.28E+00,-1.00E-02,1.40E-01
7003,0.3,4.00E-02,-1.53E+00,-2.20E-01,-6.10E-01,9.80E-01,-7.60E-01,-1.00E-02,1.40E-01
7004,0.3,-2.60E-01,-1.57E+00,-1.50E-01,-6.10E-01,8.30E-01,-2.70E-01,-1.00E-02,1.40E-01
7005,0.3,-3.90E-01,-1.70E+00,-1.40E-01,-5.50E-01,8.20E-01,-1.60E-01,-1.00E-02,1.40E-01
7006,0.3,-3.20E-01,-1.63E+00,-1.30E-01,-4.80E-01,7.50E-01,1.10E-01,0.00E+00,1.40E-01
7007,0.3,-6.10E-01,-1.86E+00,-1.50E-01,-3.80E-01,8.00E-01,-3.00E-02,0.00E+00,1.50E-01
7008,0.3,-6.70E-01,-1.89E+00,-9.00E-02,-4.10E-01,7.50E-01,2.70E-01,1.00E-02,1.50E-01
7009,0.3,-4.50E-01,-1.74E+00,-8.00E-02,-3.40E-01,6.80E-01,3.70E-01,1.00E-02,1.40E-01
7010,0.3,-1.02E+00,-2.28E+00,-1.80E-01,-2.00E-01,8.60E-01,-1.10E-01,0.00E+00,1.60E-01
7011,0.3,-1.26E+00,-2.45E+00,-2.10E-01,-1.90E-01,9.40E-01,-2.20E-01,0.00E+00,1.70E-01
7012,0.3,-1.51E+00,-2.57E+00,-2.10E-01,-1.80E-01,9.50E-01,-1.90E-01,0.00E+00,1.70E-01
7013,0.3,-1.49E+00,-2.58E+00,-2.60E-01,-1.10E-01,9.80E-01,-2.30E-01,1.00E-02,1.80E-01
7014,0.3,-1.69E+00,-2.73E+00,-2.90E-01,-8.00E-02,1.00E+00,-3.50E-01,-1.00E-02,1.80E-01
7015,0.3,-1.80E+00,-2.77E+00,-2.80E-01,-9.00E-02,1.00E+00,-4.30E-01,-1.00E-02,1.80E-01
7016,0.3,-1.67E+00,-2.81E+00,-2.90E-01,-7.00E-02,1.12E+00,-6.40E-01,-1.00E-02,1.90E-01
7017,0.3,-7.80E-01,-2.05E+00,-2.10E-01,-3.90E-01,1.13E+00,-9.20E-01,-2.00E-02,1.80E-01
7018,0.3,5.20E-01,-5.80E-01,6.00E-02,-1.52E+00,1.31E+00,-1.53E+00,1.00E-02,1.80E-01
7019,0.3,9.40E-01,-4.20E-01,0.00E+00,-1.64E+00,1.48E+00,-2.19E+00,-2.00E-02,1.90E-01
7020,0.3,1.10E+00,-7.10E-01,-7.00E-02,-1.19E+00,1.35E+00,-1.67E+00,-2.00E-02,1.90E-01
7021,0.3,1.30E+00,-3.00E-01,-4.00E-02,-1.53E+00,1.34E+00,-1.89E+00,-3.00E-02,1.70E-01
7022,0.3,1.56E+00,-4.70E-01,-1.00E-02,-1.15E+00,1.25E+00,-1.50E+00,-2.00E-02,1.80E-01
7023,0.3,1.51E+00,-5.30E-01,-1.00E-01,-1.16E+00,1.33E+00,-1.79E+00,-2.00E-02,1.80E-01
7024,0.3,1.54E+00,-5.00E-01,-1.00E-01,-1.27E+00,1.35E+00,-2.16E+00,-3.00E-02,1.60E-01
7025,0.3,1.63E+00,-6.20E-01,-9.00E-02,-9.60E-01,1.14E+00,-1.31E+00,-3.00E-02,1.60E-01
7026,0.3,8.30E-01,-1.46E+00,-2.70E-01,-5.00E-01,1.17E+00,-1.38E+00,-3.00E-02,1.60E-01
7027,0.3,5.20E-01,-1.67E+00,-2.40E-01,-3.40E-01,1.08E+00,-9.80E-01,0.00E+00,1.50E-01
7028,0.3,1.30E-01,-1.75E+00,-2.60E-01,-3.50E-01,9.90E-01,-7.10E-01,-2.00E-02,1.50E-01
