,SMS.I.1..2..pct....silt.,V1,V2,V3,V4V,5V,V6,V7,V8
5580,0,-4.41E+00,1.93E-01,3.42E-01,5.63E-01,-4.71E-02,-1.28E-02,1.08E-01,8.83E-01
5581,0.2,-4.56E+00,3.15E-01,3.24E-01,5.72E-01,-4.79E-02,-1.35E-02,1.09E-01,8.78E-01
5582,0.2,-4.55E+00,-2.63E-01,2.09E+00,-1.01E-01,-7.77E-03,3.25E-02,1.71E-02,-3.36E-01
5583,0,-4.51E+00,-4.04E-02,1.41E+00,1.84E-01,-1.91E-02,1.54E-02,5.31E-02,8.41E-02
5584,0,-4.49E+00,-5.14E-02,1.28E+00,2.12E-01,-2.40E-02,1.33E-02,5.67E-02,1.73E-01
5585,0,-4.48E+00,-7.66E-02,1.14E+00,2.60E-01,-2.79E-02,1.03E-02,6.31E-02,2.64E-01
5586,0,-4.41E+00,-7.17E-02,7.55E-01,3.63E-01,-2.02E-02,8.79E-03,7.59E-02,1.76E-01
5587,0,-4.35E+00,-1.21E-01,3.56E-01,5.16E-01,-1.61E-02,1.19E-03,5.48E-02,1.38E-01
5588,0,-4.28E+00,-2.06E-01,-6.77E-03,5.89E-01,-7.42E-03,-4.11E-03,6.46E-02,5.51E-02
5589,0,-4.17E+00,-2.22E-01,-2.57E-01,6.56E-01,2.50E-03,-8.14E-03,7.20E-02,-2.26E-02
5590,0,-4.09E+00,-2.88E-01,-3.99E-01,6.91E-01,6.46E-03,-1.01E-02,7.59E-02,-3.84E-02
5591,0,-4.07E+00,-2.90E-01,-4.71E-01,7.02E-01,6.65E-03,-1.11E-02,7.73E-02,-3.83E-02
5592,0,-4.03E+00,-3.43E-01,-5.78E-01,7.25E-01,7.69E-03,-1.30E-02,8.08E-02,-3.64E-02
5593,0,-4.00E+00,-3.52E-01,-6.14E-01,7.63E-01,1.07E-02,-1.41E-02,8.42E-02,-4.93E-02
5594,0,-3.96E+00,-4.01E-01,-8.30E-01,7.86E-01,1.21E-02,-1.21E-02,8.89E-02,-1.22E-01
5595,0,-3.96E+00,-3.72E-01,-7.60E-01,7.93E-01,1.43E-02,-1.66E-02,8.81E-02,-7.16E-02
5596,0,-3.99E+00,-3.31E-01,-7.56E-01,7.92E-01,1.13E-02,-1.68E-02,8.81E-02,-3.90E-02
5597,0,-4.04E+00,-3.36E-01,-7.58E-01,7.99E-01,5.08E-03,-1.82E-02,9.11E-02,2.10E-02
5598,0,-3.95E+00,-3.54E-01,-9.03E-01,8.29E-01,1.79E-02,-1.97E-02,9.33E-02,-1.13E-01
5599,0,-3.96E+00,-3.34E-01,-8.05E-01,8.11E-01,4.64E-03,-1.41E-02,9.27E-02,1.41E-02
5600,0,-4.04E+00,-1.74E-01,-2.42E-01,6.53E-01,-1.21E-02,-1.76E-02,1.15E-01,4.17E-01
5601,0,-4.07E+00,-7.71E-02,3.06E-01,5.13E-01,-3.74E-02,-1.18E-02,1.01E-01,8.08E-01
5602,0,-4.06E+00,-1.11E-01,3.60E-02,5.94E-01,-2.56E-02,-1.53E-02,1.10E-01,6.56E-01
5603,0,-4.12E+00,-1.75E-02,2.59E-01,5.36E-01,-3.88E-02,-1.30E-02,1.04E-01,8.28E-01
5604,0,-4.28E+00,8.78E-02,2.75E-01,5.72E-01,-4.13E-02,-1.37E-02,1.08E-01,8.43E-01
5605,0,-4.43E+00,2.40E-01,3.05E-01,5.74E-01,-4.69E-02,-1.39E-02,1.09E-01,8.76E-01
5606,0,-4.45E+00,-2.10E-01,1.66E+00,8.96E-02,-1.58E-02,2.20E-02,4.01E-02,-6.69E-02
5607,0,-4.45E+00,-1.96E-01,1.36E+00,1.89E-01,-2.81E-02,1.98E-02,1.60E-02,9.37E-02
5608,0,-4.36E+00,-1.71E-01,1.07E+00,2.77E-01,-3.22E-02,1.30E-02,2.89E-02,2.65E-01
5609,0,-4.41E+00,-1.54E-01,1.24E+00,2.18E-01,-2.44E-02,1.25E-02,5.78E-02,1.98E-01
5610,0,-4.38E+00,-1.42E-01,9.10E-01,3.24E-01,-2.10E-02,5.76E-03,7.14E-02,2.22E-01
5611,0,-4.29E+00,-1.64E-01,4.52E-01,4.28E-01,-1.90E-02,8.39E-03,4.63E-02,1.19E-01
5612,0,-4.16E+00,-2.74E-01,2.31E-02,5.89E-01,-2.96E-03,-3.19E-03,6.29E-02,1.56E-02
5613,0,-4.16E+00,-2.60E-01,-1.46E-01,6.27E-01,2.78E-04,-6.26E-03,6.79E-02,-1.00E-02
5614,0,-4.05E+00,-3.34E-01,-3.22E-01,6.54E-01,5.59E-03,-8.79E-03,7.19E-02,-4.28E-02
5615,0,-4.00E+00,-3.84E-01,-4.25E-01,6.87E-01,9.32E-03,-1.06E-02,7.59E-02,-5.96E-02
5616,0,-4.02E+00,-3.88E-01,-5.32E-01,7.20E-01,9.36E-03,-1.21E-02,7.91E-02,-6.65E-02
5617,0,-3.95E+00,-4.01E-01,-5.89E-01,7.43E-01,1.18E-02,-1.31E-02,8.12E-02,-7.30E-02
5618,0,-3.97E+00,-4.21E-01,-6.88E-01,7.63E-01,1.37E-02,-1.52E-02,8.48E-02,-9.71E-02
5619,0,-3.82E+00,-5.40E-01,-7.84E-01,7.64E-01,1.79E-02,-1.57E-02,8.53E-02,-1.06E-01
5620,0,-3.80E+00,-5.44E-01,-8.11E-01,7.84E-01,1.90E-02,-1.62E-02,8.67E-02,-1.01E-01
5621,0,-3.85E+00,-5.12E-01,-8.05E-01,7.93E-01,1.10E-02,-1.64E-02,8.81E-02,-3.30E-02
5622,0,-3.79E+00,-5.46E-01,-9.35E-01,7.94E-01,1.82E-02,-1.88E-02,8.99E-02,-1.04E-01
5623,0,-3.75E+00,-5.67E-01,-8.12E-01,8.01E-01,1.16E-02,-1.84E-02,9.13E-02,9.49E-03
5624,0,-3.85E+00,-3.67E-01,-8.05E-02,5.99E-01,-2.00E-02,-1.06E-02,7.11E-02,4.72E-01
5625,0,-3.90E+00,-2.17E-01,3.36E-01,4.70E-01,-4.81E-02,-1.91E-03,6.09E-02,8.06E-01
5626,0,-4.09E+00,-8.10E-02,3.36E-01,4.62E-01,-3.81E-02,-1.12E-02,9.71E-02,8.09E-01
5627,0,-4.28E+00,6.08E-02,3.39E-01,5.16E-01,-3.97E-02,-1.11E-02,1.01E-01,8.21E-01
5628,0,-4.41E+00,1.69E-01,3.21E-01,5.45E-01,-4.33E-02,-1.25E-02,1.06E-01,8.50E-01
5629,0.3,-4.54E+00,3.56E-01,3.29E-01,6.05E-01,-4.96E-02,-9.55E-03,1.14E-01,8.60E-01
5630,0.8,-4.58E+00,-2.06E-01,2.09E+00,-8.58E-02,-6.47E-03,3.12E-02,1.98E-02,-3.41E-01
5631,0,-4.55E+00,-4.35E-02,1.37E+00,1.95E-01,-2.26E-02,1.43E-02,5.57E-02,1.23E-01
5632,0,-4.53E+00,-7.42E-02,1.25E+00,2.51E-01,-2.27E-02,1.21E-02,6.13E-02,1.76E-01
5633,0,-4.48E+00,-6.48E-02,1.14E+00,2.78E-01,-2.57E-02,9.79E-03,6.49E-02,2.54E-01
5634,0,-4.42E+00,-8.96E-02,7.45E-01,3.93E-01,-1.77E-02,3.40E-03,7.82E-02,2.01E-01
5635,0,-4.36E+00,-1.39E-01,3.37E-01,5.26E-01,-1.36E-02,7.11E-04,5.59E-02,1.22E-01
5636,0,-4.24E+00,-2.12E-01,-5.71E-02,6.01E-01,-8.18E-03,-2.43E-04,6.68E-02,2.90E-02
5637,0,-4.13E+00,-3.00E-01,-2.92E-01,6.64E-01,1.26E-02,-1.30E-02,1.11E-01,-3.70E-02
5638,0,-4.13E+00,-2.48E-01,-3.72E-01,7.02E-01,7.03E-03,-1.05E-02,7.69E-02,-5.64E-02
5639,0,-4.02E+00,-3.92E-01,-5.41E-01,7.29E-01,1.01E-02,-1.19E-02,8.02E-02,-6.00E-02
5640,0,-3.97E+00,-4.34E-01,-6.35E-01,7.50E-01,1.34E-02,-1.34E-02,8.29E-02,-8.30E-02
5641,0,-3.94E+00,-4.26E-01,-6.90E-01,7.69E-01,8.32E-03,-1.05E-02,8.67E-02,-5.80E-02
5642,0,-3.93E+00,-4.76E-01,-7.74E-01,7.81E-01,1.33E-02,-1.58E-02,8.70E-02,-7.41E-02
5643,0,-3.89E+00,-4.50E-01,-7.73E-01,7.82E-01,1.57E-02,-1.61E-02,8.70E-02,-7.97E-02
5644,0,-3.87E+00,-4.69E-01,-8.67E-01,8.08E-01,1.92E-02,-1.76E-02,8.97E-02,-1.21E-01
5645,0,-3.87E+00,-4.76E-01,-8.65E-01,8.01E-01,1.17E-02,-1.30E-02,9.03E-02,-7.32E-02
5646,0,-3.81E+00,-5.38E-01,-1.01E+00,8.36E-01,2.23E-02,-1.94E-02,9.31E-02,-1.46E-01
5647,0,-3.85E+00,-4.69E-01,-8.60E-01,8.09E-01,1.58E-02,-1.85E-02,9.06E-02,-4.90E-02
5648,0,-3.94E+00,-2.79E-01,-1.00E-01,6.03E-01,-2.34E-02,-1.06E-02,7.12E-02,5.03E-01
5649,0,-4.08E+00,-7.90E-02,4.06E-01,4.70E-01,-4.53E-02,-5.78E-03,5.82E-02,8.10E-01
5650,0,-4.22E+00,4.20E-03,3.69E-01,4.72E-01,-4.46E-02,-1.09E-02,9.76E-02,8.62E-01
5651,0,-4.43E+00,1.89E-01,3.82E-01,5.34E-01,-4.58E-02,-1.23E-02,1.04E-01,8.70E-01
5652,0.1,-4.59E+00,2.93E-01,3.75E-01,5.59E-01,-4.97E-02,-1.35E-02,1.08E-01,8.94E-01
5653,0.4,-4.69E+00,4.06E-01,3.34E-01,6.12E-01,-4.85E-02,-1.46E-02,1.14E-01,8.80E-01
5654,0.2,-4.72E+00,-5.83E-02,2.13E+00,-5.66E-02,-9.34E-03,3.19E-02,2.04E-02,-3.28E-01
5655,0,-4.67E+00,3.04E-02,1.40E+00,2.42E-01,-2.50E-02,1.39E-02,5.94E-02,1.36E-01
5656,0,-4.63E+00,-1.46E-03,1.23E+00,2.48E-01,-3.03E-02,1.13E-02,6.24E-02,2.40E-01
5657,0,-4.57E+00,1.66E-02,1.11E+00,3.15E-01,-2.58E-02,8.80E-03,6.84E-02,2.58E-01
5658,0,-4.51E+00,-9.18E-03,7.41E-01,4.18E-01,-2.03E-02,2.66E-03,8.06E-02,2.25E-01
5659,0,-4.43E+00,-8.78E-02,2.27E-01,5.64E-01,-1.44E-02,-8.86E-04,6.01E-02,1.18E-01
5660,0,-4.33E+00,-1.12E-01,-1.62E-01,6.64E-01,8.20E-03,-1.06E-02,1.08E-01,-3.43E-02
5661,0,-4.23E+00,-2.54E-01,-4.15E-01,7.29E-01,5.35E-03,-9.53E-03,7.82E-02,-6.04E-02
5662,0,-4.14E+00,-3.23E-01,-5.44E-01,7.63E-01,1.02E-02,-1.20E-02,8.28E-02,-8.17E-02
5663,0,-4.11E+00,-3.57E-01,-5.88E-01,7.71E-01,9.42E-03,-1.32E-02,8.46E-02,-5.09E-02
5664,0,-4.11E+00,-3.15E-01,-6.22E-01,7.74E-01,7.74E-03,-1.37E-02,8.47E-02,-3.03E-02
5665,0,-4.06E+00,-3.47E-01,-6.79E-01,7.98E-01,8.33E-03,-1.48E-02,8.75E-02,-2.06E-02
5666,0,-4.05E+00,-3.74E-01,-7.81E-01,8.19E-01,1.40E-02,-1.66E-02,9.03E-02,-8.52E-02
5667,0,-3.97E+00,-3.83E-01,-8.17E-01,8.32E-01,1.74E-02,-1.70E-02,9.08E-02,-9.09E-02
5668,0,-3.88E+00,-4.36E-01,-8.81E-01,8.23E-01,1.94E-02,-1.78E-02,9.10E-02,-9.44E-02
5669,0,-3.86E+00,-4.95E-01,-9.41E-01,8.19E-01,1.16E-02,-1.44E-02,9.35E-02,-4.92E-02
5670,0,-3.84E+00,-5.28E-01,-1.06E+00,8.54E-01,2.07E-02,-2.04E-02,9.59E-02,-1.16E-01
5671,0,-3.81E+00,-5.28E-01,-9.44E-01,8.16E-01,1.71E-02,-1.95E-02,9.25E-02,-2.96E-02
5672,0,-3.86E+00,-4.22E-01,-2.59E-01,6.42E-01,-1.88E-02,-1.22E-02,7.60E-02,4.87E-01
5673,0,-3.92E+00,-3.09E-01,2.47E-01,5.13E-01,-4.28E-02,-7.44E-03,6.43E-02,8.34E-01
5674,0,-4.04E+00,-1.57E-01,2.52E-01,4.85E-01,-3.83E-02,-1.21E-02,9.98E-02,8.53E-01
5675,0,-4.18E+00,1.19E-02,2.64E-01,5.64E-01,-3.91E-02,-1.38E-02,1.09E-01,8.56E-01
5676,0,-4.39E+00,1.41E-01,2.81E-01,5.61E-01,-4.22E-02,-1.38E-02,1.08E-01,8.71E-01
5677,0,-4.57E+00,2.38E-01,2.52E-01,5.96E-01,-4.73E-02,-1.47E-02,1.13E-01,9.11E-01
5678,0,-4.56E+00,-2.69E-01,2.10E+00,-9.81E-02,-4.16E-03,3.33E-02,1.65E-02,-3.66E-01
5679,0,-4.53E+00,-6.15E-02,1.35E+00,2.17E-01,-2.14E-02,1.38E-02,5.76E-02,1.44E-01
5680,0,-4.46E+00,-1.28E-01,1.18E+00,2.56E-01,-2.67E-02,1.66E-02,6.26E-02,2.11E-01
5681,0,-4.40E+00,-1.71E-01,9.54E-01,3.19E-01,-1.69E-02,8.04E-03,6.91E-02,1.83E-01
5682,0,-4.32E+00,-1.86E-01,6.06E-01,4.31E-01,-1.47E-02,6.75E-03,4.38E-02,1.08E-01
5683,0,-4.24E+00,-3.09E-01,1.76E-01,5.41E-01,-8.59E-03,-1.70E-04,5.80E-02,7.64E-02
5684,0,-4.07E+00,-4.31E-01,-1.47E-01,6.28E-01,6.06E-03,-4.80E-03,6.75E-02,-4.17E-02
5685,0,-3.98E+00,-4.81E-01,-3.27E-01,6.57E-01,5.05E-03,-2.33E-03,7.18E-02,-5.29E-02
5686,0,-3.95E+00,-5.44E-01,-4.76E-01,6.76E-01,1.18E-02,-8.83E-03,7.37E-02,-8.25E-02
5687,0,-3.92E+00,-5.70E-01,-5.57E-01,6.99E-01,1.48E-02,-1.05E-02,7.66E-02,-1.09E-01
5688,0,-3.84E+00,-6.06E-01,-6.60E-01,7.27E-01,1.72E-02,-1.23E-02,8.01E-02,-1.28E-01
5689,0,-3.81E+00,-5.81E-01,-6.89E-01,7.45E-01,1.37E-02,-8.45E-03,8.27E-02,-1.17E-01
5690,0,-3.86E+00,-5.57E-01,-7.66E-01,7.58E-01,2.05E-02,-1.39E-02,8.24E-02,-1.69E-01
5691,0,-3.78E+00,-6.40E-01,-8.16E-01,7.82E-01,2.36E-02,-1.48E-02,8.52E-02,-1.76E-01
5692,0,-3.69E+00,-6.81E-01,-8.96E-01,7.81E-01,2.55E-02,-1.63E-02,8.65E-02,-1.78E-01
5693,0,-3.68E+00,-6.62E-01,-9.35E-01,7.96E-01,2.86E-02,-1.67E-02,8.72E-02,-2.18E-01
5694,0,-3.65E+00,-6.93E-01,-1.03E+00,8.02E-01,2.52E-02,-1.37E-02,9.02E-02,-2.28E-01
5695,0,-3.72E+00,-6.11E-01,-8.03E-01,7.55E-01,1.75E-02,-1.62E-02,8.44E-02,-8.08E-02
5696,0,-3.81E+00,-4.59E-01,-1.53E-01,5.88E-01,-1.36E-02,-1.04E-02,6.97E-02,3.69E-01
5697,0,-3.94E+00,-2.24E-01,4.88E-01,4.20E-01,-4.07E-02,-8.14E-03,9.11E-02,8.31E-01
5698,0,-4.10E+00,-9.91E-02,4.68E-01,4.29E-01,-4.08E-02,-8.92E-03,9.22E-02,8.20E-01
5699,0,-4.33E+00,1.08E-01,4.62E-01,4.75E-01,-4.41E-02,-1.03E-02,9.81E-02,8.31E-01
5700,0,-4.49E+00,2.27E-01,4.57E-01,5.10E-01,-4.63E-02,-1.09E-02,1.02E-01,8.40E-01
5701,0.1,-4.65E+00,3.12E-01,4.12E-01,5.75E-01,-4.83E-02,-1.29E-02,1.09E-01,8.56E-01
5702,0,-4.52E+00,-8.19E-02,1.43E+00,2.18E-01,-1.90E-02,1.43E-02,5.75E-02,9.01E-02
5703,0,-4.55E+00,-1.61E-01,1.68E+00,9.49E-02,-2.19E-02,2.17E-02,4.11E-02,7.31E-03
5704,0,-4.52E+00,-8.61E-02,1.35E+00,1.79E-01,-1.95E-02,1.51E-02,5.20E-02,1.08E-01
5705,0,-4.49E+00,-1.26E-01,1.33E+00,2.17E-01,-2.30E-02,1.38E-02,5.67E-02,1.53E-01
5706,0,-4.46E+00,-9.52E-02,8.90E-01,3.63E-01,-1.93E-02,5.47E-03,7.42E-02,1.88E-01
5707,0,-4.35E+00,-1.79E-01,3.92E-01,5.06E-01,-6.75E-03,-2.64E-03,9.11E-02,1.07E-01
5708,0,-4.30E+00,-2.13E-01,1.07E-01,5.68E-01,-3.04E-03,-6.53E-03,9.83E-02,8.96E-02
5709,0,-4.20E+00,-2.59E-01,-1.12E-01,6.40E-01,4.05E-03,-1.07E-02,1.07E-01,4.78E-02
5710,0,-4.12E+00,-3.40E-01,-3.13E-01,6.93E-01,2.21E-03,-8.83E-03,7.53E-02,-1.69E-03
5711,0,-4.10E+00,-3.92E-01,-4.45E-01,7.45E-01,8.31E-03,-1.07E-02,8.02E-02,-6.44E-02
5712,0,-4.04E+00,-3.80E-01,-5.11E-01,7.61E-01,1.04E-02,-1.21E-02,8.22E-02,-6.55E-02
5713,0,-4.01E+00,-4.52E-01,-6.03E-01,7.67E-01,9.94E-03,-1.37E-02,8.46E-02,-5.10E-02
5714,0,-4.00E+00,-4.80E-01,-8.23E-01,8.23E-01,1.97E-02,-1.69E-02,9.08E-02,-1.76E-01
5715,0,-3.91E+00,-5.01E-01,-8.04E-01,8.04E-01,1.03E-02,-1.18E-02,9.01E-02,-7.92E-02
5716,0,-4.00E+00,-4.07E-01,-7.57E-01,8.08E-01,1.40E-02,-1.68E-02,8.93E-02,-8.16E-02
5717,0,-3.95E+00,-4.08E-01,-8.13E-01,8.15E-01,1.64E-02,-1.77E-02,9.04E-02,-9.80E-02
5718,0,-3.93E+00,-4.51E-01,-9.16E-01,8.39E-01,1.86E-02,-1.89E-02,9.33E-02,-1.22E-01
5719,0,-3.99E+00,-4.39E-01,-8.30E-01,8.35E-01,1.00E-02,-1.92E-02,9.43E-02,-1.73E-02
5720,0,-3.99E+00,-2.97E-01,-3.48E-01,6.91E-01,-4.31E-03,-1.75E-02,1.17E-01,3.16E-01
5721,0,-4.06E+00,-1.24E-01,3.42E-01,5.14E-01,-3.74E-02,-1.12E-02,1.01E-01,8.07E-01
5722,0,-4.22E+00,-2.05E-02,3.38E-01,4.97E-01,-4.10E-02,-1.06E-02,9.86E-02,8.27E-01
5723,0,-4.49E+00,2.34E-01,3.95E-01,5.48E-01,-4.50E-02,-1.19E-02,1.05E-01,8.45E-01
5724,0,-4.62E+00,2.76E-01,3.82E-01,6.33E-01,-5.16E-02,-1.33E-02,1.14E-01,9.06E-01
5725,0,-4.72E+00,3.79E-01,3.31E-01,6.74E-01,-5.00E-02,-1.45E-02,1.18E-01,8.89E-01
5726,0,-4.51E+00,-2.94E-01,2.08E+00,-1.92E-02,-3.17E-03,3.13E-02,2.41E-02,-3.63E-01
5727,0,-4.50E+00,-5.93E-02,1.26E+00,2.66E-01,-2.20E-02,1.13E-02,6.31E-02,1.79E-01
5728,0,-4.52E+00,-3.85E-02,1.14E+00,3.00E-01,-2.23E-02,9.68E-03,6.65E-02,2.04E-01
5729,0,-4.53E+00,-1.35E-02,8.26E-01,4.04E-01,-1.60E-02,3.93E-03,7.85E-02,1.48E-01
5730,0,-4.37E+00,-2.44E-01,6.40E-01,4.40E-01,-5.73E-03,3.33E-03,8.11E-02,5.08E-02
5731,0,-4.25E+00,-2.74E-01,1.80E-01,5.70E-01,-2.84E-03,-3.73E-04,5.95E-02,5.75E-03
5732,0,-4.21E+00,-2.59E-01,-1.06E-01,6.49E-01,-3.19E-03,-6.39E-04,7.01E-02,-2.25E-02
5733,0,-4.19E+00,-2.83E-01,-2.84E-01,7.01E-01,2.75E-03,-8.35E-03,7.52E-02,-3.30E-02
5734,0,-4.15E+00,-3.44E-01,-4.00E-01,7.27E-01,4.12E-03,-1.02E-02,7.88E-02,-3.74E-02
5735,0,-4.09E+00,-3.66E-01,-5.29E-01,7.51E-01,1.04E-02,-1.18E-02,8.11E-02,-8.88E-02
5736,0,-4.06E+00,-3.53E-01,-5.78E-01,7.74E-01,1.32E-02,-1.27E-02,8.30E-02,-9.57E-02
5737,0,-4.06E+00,-3.99E-01,-6.06E-01,7.71E-01,3.03E-03,-9.10E-03,8.55E-02,-2.86E-02
5738,0,-3.97E+00,-4.40E-01,-7.35E-01,7.98E-01,1.66E-02,-1.50E-02,8.66E-02,-1.14E-01
5739,0,-3.94E+00,-4.55E-01,-7.25E-01,8.40E-01,1.47E-02,-1.64E-02,9.17E-02,-7.60E-02
5740,0,-3.85E+00,-5.30E-01,-8.32E-01,8.13E-01,1.94E-02,-1.65E-02,8.89E-02,-1.06E-01
5741,0,-3.85E+00,-5.18E-01,-8.72E-01,8.18E-01,1.52E-02,-1.27E-02,9.07E-02,-1.02E-01
5742,0,-3.80E+00,-6.13E-01,-1.00E+00,8.44E-01,2.12E-02,-1.89E-02,9.31E-02,-1.30E-01
5743,0,-3.82E+00,-5.69E-01,-8.88E-01,8.10E-01,1.31E-02,-1.77E-02,8.98E-02,-1.89E-02
5744,0,-3.89E+00,-4.09E-01,-2.44E-01,6.46E-01,-1.82E-02,-1.22E-02,7.57E-02,4.21E-01
5745,0,-3.96E+00,-2.71E-01,3.45E-01,4.88E-01,-3.88E-02,-1.09E-02,9.86E-02,8.35E-01
5746,0,-4.05E+00,-1.04E-01,3.61E-01,4.69E-01,-3.56E-02,-1.10E-02,9.63E-02,7.92E-01
5747,0,-4.29E+00,3.36E-02,3.69E-01,5.17E-01,-4.43E-02,-1.24E-02,1.03E-01,8.57E-01
5748,0,-4.43E+00,1.52E-01,3.63E-01,5.46E-01,-4.71E-02,-1.33E-02,1.06E-01,8.79E-01
5749,0,-4.60E+00,3.17E-01,3.50E-01,5.92E-01,-4.84E-02,-1.41E-02,1.11E-01,8.80E-01
5750,0,-4.60E+00,-2.15E-01,2.14E+00,-9.66E-02,-1.01E-02,3.26E-02,1.69E-02,-3.23E-01
5751,0,-4.55E+00,-7.46E-02,1.37E+00,2.27E-01,-2.48E-02,1.34E-02,5.82E-02,1.52E-01
5752,0,-4.55E+00,-7.45E-02,1.18E+00,2.57E-01,-3.09E-02,9.91E-03,6.37E-02,2.74E-01
5753,0,-4.49E+00,-3.86E-02,9.49E-01,3.35E-01,-2.41E-02,5.91E-03,7.18E-02,2.29E-01
5754,0,-4.47E+00,-5.45E-02,5.64E-01,4.64E-01,-1.74E-02,-6.37E-04,8.63E-02,2.03E-01
5755,0,-4.35E+00,-1.50E-01,1.80E-01,5.79E-01,-1.36E-02,-2.81E-03,6.28E-02,1.21E-01
5756,0,-4.22E+00,-2.49E-01,-1.03E-01,6.27E-01,-8.89E-03,-1.48E-03,6.95E-02,5.95E-02
5757,0,-4.19E+00,-3.01E-01,-2.66E-01,6.75E-01,-1.25E-03,-9.07E-03,7.45E-02,3.38E-02
5758,0,-4.18E+00,-2.45E-01,-3.42E-01,6.86E-01,3.39E-03,-1.03E-02,7.50E-02,-5.85E-03
5759,0,-4.17E+00,-2.85E-01,-4.36E-01,6.93E-01,3.20E-03,-1.15E-02,7.65E-02,7.83E-03
5760,0,-4.13E+00,-2.64E-01,-5.06E-01,7.14E-01,5.07E-03,-1.26E-02,7.83E-02,1.85E-03
5761,0,-3.97E+00,-4.02E-01,-6.24E-01,7.76E-01,1.07E-02,-1.50E-02,8.59E-02,-2.92E-02
5762,0,-3.98E+00,-4.72E-01,-7.89E-01,8.00E-01,1.12E-02,-1.67E-02,8.92E-02,-5.01E-02
5763,0,-3.90E+00,-4.78E-01,-7.96E-01,8.13E-01,1.69E-02,-1.68E-02,8.94E-02,-7.89E-02
5764,0,-3.88E+00,-5.25E-01,-8.37E-01,8.01E-01,1.30E-02,-1.74E-02,8.96E-02,-3.40E-02
5765,0,-3.83E+00,-5.84E-01,-9.15E-01,8.24E-01,1.74E-02,-1.87E-02,9.22E-02,-6.78E-02
5766,0,-3.82E+00,-5.69E-01,-1.02E+00,8.04E-01,2.10E-02,-1.96E-02,9.06E-02,-1.17E-01
5767,0,-3.82E+00,-5.71E-01,-8.97E-01,8.15E-01,1.23E-02,-1.96E-02,9.27E-02,4.88E-03
5768,0,-3.92E+00,-3.47E-01,-7.99E-02,5.94E-01,-2.82E-02,-1.11E-02,7.16E-02,5.78E-01
5769,0,-4.03E+00,-1.32E-01,3.67E-01,4.61E-01,-3.95E-02,-1.07E-02,9.54E-02,8.47E-01
5770,0,-4.16E+00,-6.26E-02,3.48E-01,4.88E-01,-4.09E-02,-1.18E-02,9.92E-02,8.38E-01
5771,0,-4.40E+00,1.54E-01,3.81E-01,5.72E-01,-4.72E-02,-1.37E-02,1.09E-01,8.87E-01
5772,0,-4.53E+00,2.50E-01,3.51E-01,5.83E-01,-4.90E-02,-1.33E-02,1.09E-01,8.97E-01
5773,0.1,-4.70E+00,4.03E-01,3.50E-01,6.05E-01,-5.12E-02,-1.43E-02,1.13E-01,9.03E-01
5774,0.1,-4.75E+00,-1.01E-01,2.14E+00,-5.28E-02,-1.25E-02,3.13E-02,2.18E-02,-2.93E-01
5775,0,-4.71E+00,8.91E-02,1.38E+00,2.05E-01,-2.66E-02,1.35E-02,5.60E-02,1.69E-01
5776,0,-4.65E+00,6.39E-02,1.19E+00,3.05E-01,-2.90E-02,9.60E-03,6.69E-02,2.60E-01
5777,0,-4.65E+00,6.04E-02,9.18E-01,3.34E-01,-3.21E-02,9.72E-03,7.35E-02,2.78E-01
5778,0,-4.56E+00,5.72E-02,5.82E-01,4.87E-01,-1.94E-02,-1.41E-03,8.89E-02,2.29E-01
5779,0,-4.42E+00,-7.60E-02,1.71E-01,5.92E-01,-8.50E-03,-7.37E-03,1.01E-01,1.58E-01
5780,0,-4.39E+00,-1.28E-01,-1.52E-01,6.71E-01,-2.32E-04,-1.19E-02,1.10E-01,6.93E-02
5781,0,-4.33E+00,-2.00E-01,-3.27E-01,6.99E-01,6.98E-03,-1.45E-02,1.14E-01,2.35E-02
5782,0,-4.26E+00,-2.18E-01,-4.00E-01,7.48E-01,2.83E-04,-1.19E-02,8.18E-02,2.73E-02
5783,0,-4.21E+00,-2.32E-01,-4.94E-01,7.59E-01,-3.16E-03,-8.66E-03,8.46E-02,3.81E-02
5784,0,-4.17E+00,-2.80E-01,-5.52E-01,7.79E-01,2.51E-03,-1.39E-02,8.52E-02,3.41E-02
5785,0,-4.10E+00,-3.06E-01,-6.19E-01,8.14E-01,7.00E-03,-1.55E-02,8.90E-02,8.11E-03
5786,0,-4.05E+00,-3.35E-01,-7.46E-01,8.18E-01,1.16E-02,-1.69E-02,9.01E-02,-4.57E-02
5787,0,-3.99E+00,-3.89E-01,-8.04E-01,8.26E-01,1.37E-02,-1.76E-02,9.13E-02,-4.91E-02
5788,0,-3.99E+00,-4.68E-01,-8.44E-01,8.25E-01,1.01E-02,-1.89E-02,9.33E-02,-9.96E-03
5789,0,-3.89E+00,-4.85E-01,-9.11E-01,8.43E-01,1.52E-02,-1.98E-02,9.47E-02,-3.66E-02
5790,0,-3.77E+00,-5.68E-01,-1.09E+00,8.75E-01,2.54E-02,-2.15E-02,9.78E-02,-1.34E-01
5791,0,-3.83E+00,-5.32E-01,-9.23E-01,8.74E-01,1.37E-02,-2.08E-02,9.84E-02,9.81E-04
5792,0,-3.90E+00,-4.23E-01,-5.45E-01,7.28E-01,-6.96E-03,-1.68E-02,8.53E-02,2.91E-01
