,SMS.I.1..2..pct....silt.,V1,V2,V3,V4V,5V,V6,V7,V8
210,4.8,-3.73E-01,-3.59E+00,9.93E-01,1.27E-01,-3.05E-02,1.69E-01,9.65E-02,-1.18E+00
211,5,-3.56E-01,-3.57E+00,7.27E-01,2.13E-01,-1.55E-02,1.55E-01,1.04E-01,-1.24E+00
212,5.2,-3.60E-01,-3.56E+00,5.10E-01,2.51E-01,-7.02E-02,2.18E-01,1.29E-01,-1.26E+00
213,5,-3.43E-01,-3.60E+00,1.86E-01,3.42E-01,-7.19E-02,2.27E-01,1.43E-01,-1.37E+00
214,5.2,-3.06E-01,-3.57E+00,1.19E-01,3.65E-01,-8.21E-02,2.43E-01,1.50E-01,-1.41E+00
215,5.1,-2.77E-01,-3.55E+00,1.47E-02,4.13E-01,-4.52E-02,2.06E-01,1.44E-01,-1.47E+00
216,5,-2.98E-01,-3.62E+00,-6.59E-02,4.38E-01,-2.65E-03,1.52E-01,1.33E-01,-1.45E+00
217,5,-2.68E-01,-3.62E+00,-1.27E-01,4.59E-01,1.00E-03,1.51E-01,1.35E-01,-1.48E+00
218,5.1,-2.74E-01,-3.66E+00,-2.86E-01,4.84E-01,7.29E-03,1.44E-01,1.37E-01,-1.52E+00
219,5.1,-3.10E-01,-3.62E+00,-3.32E-01,4.99E-01,-4.62E-03,1.56E-01,1.43E-01,-1.52E+00
220,4.9,-2.69E-01,-3.56E+00,-3.41E-01,5.16E-01,-1.46E-02,1.74E-01,1.48E-01,-1.54E+00
221,4.7,-3.15E-01,-3.57E+00,-4.31E-01,4.95E-01,-4.93E-02,2.13E-01,1.58E-01,-1.54E+00
222,4.7,-2.62E-01,-3.57E+00,-4.80E-01,5.53E-01,-1.00E-01,2.73E-01,1.82E-01,-1.53E+00
223,4.9,-2.39E-01,-3.64E+00,-4.85E-01,5.79E-01,-1.76E-02,1.71E-01,1.57E-01,-1.50E+00
224,4.7,-2.73E-01,-3.61E+00,-5.34E-01,5.70E-01,-7.09E-03,1.62E-01,1.53E-01,-1.53E+00
225,4.8,-2.32E-01,-3.55E+00,-1.98E-01,5.07E-01,-1.34E-01,2.93E-01,1.84E-01,-1.24E+00
226,4.7,-2.84E-01,-3.37E+00,1.18E+00,8.83E-02,-2.57E-01,3.80E-01,1.64E-01,-2.70E-01
227,4.8,-4.06E-01,-3.24E+00,1.18E+00,8.86E-02,-1.57E-01,2.61E-01,1.28E-01,-2.97E-01
228,4.6,-4.77E-01,-3.17E+00,1.17E+00,1.54E-01,-2.03E-01,3.08E-01,1.48E-01,-2.75E-01
229,4.9,-4.54E-01,-3.14E+00,1.06E+00,1.26E-01,-7.01E-01,9.15E-01,3.23E-01,-3.67E-01
230,4.5,-4.19E-01,-3.85E+00,2.90E+00,-5.55E-01,-8.95E-02,2.75E-01,2.90E-02,-1.58E+00
231,4.6,-3.46E-01,-3.83E+00,2.40E+00,-3.78E-01,-3.17E-02,1.88E-01,3.24E-02,-1.31E+00
232,4.6,-2.92E-01,-3.75E+00,1.88E+00,-1.51E-01,-1.03E-02,1.39E-01,5.29E-02,-9.83E-01
233,4.8,-2.75E-01,-3.73E+00,1.28E+00,1.66E-02,-2.18E-02,1.61E-01,8.07E-02,-1.15E+00
234,4.5,-2.97E-01,-3.70E+00,9.69E-01,1.26E-01,-9.09E-03,1.47E-01,9.03E-02,-1.19E+00
235,4.8,-2.52E-01,-3.67E+00,7.57E-01,2.07E-01,1.64E-02,1.25E-01,9.42E-02,-1.28E+00
236,4.7,-2.69E-01,-3.70E+00,5.64E-01,2.61E-01,1.71E-02,1.22E-01,1.01E-01,-1.28E+00
237,4.7,-2.77E-01,-3.72E+00,4.38E-01,3.35E-01,6.01E-02,7.93E-02,9.77E-02,-1.37E+00
238,4.8,-2.42E-01,-3.68E+00,2.65E-01,3.54E-01,2.72E-02,1.17E-01,1.11E-01,-1.39E+00
239,4.8,-2.15E-01,-3.68E+00,1.39E-01,3.78E-01,7.40E-03,1.42E-01,1.22E-01,-1.41E+00
240,4.8,-2.70E-01,-3.74E+00,4.91E-02,4.53E-01,7.53E-02,6.87E-02,1.10E-01,-1.51E+00
241,4.9,-2.27E-01,-3.71E+00,-4.76E-02,4.42E-01,4.31E-02,1.03E-01,1.19E-01,-1.48E+00
242,5,-1.90E-01,-3.74E+00,-1.80E-01,5.12E-01,3.81E-02,1.10E-01,1.30E-01,-1.52E+00
243,4.8,-2.29E-01,-3.74E+00,-2.28E-01,5.34E-01,8.10E-02,6.89E-02,1.20E-01,-1.60E+00
244,4.7,-2.74E-01,-3.84E+00,-2.74E-01,5.59E-01,9.47E-02,5.00E-02,1.19E-01,-1.58E+00
245,4.7,-2.35E-01,-3.78E+00,-2.98E-01,5.39E-01,8.36E-02,6.36E-02,1.20E-01,-1.57E+00
246,4.7,-2.22E-01,-3.81E+00,-3.32E-01,6.41E-01,1.17E-01,3.46E-02,1.23E-01,-1.66E+00
247,4.7,-1.38E-01,-3.75E+00,-4.45E-01,5.21E-01,-4.04E-03,1.64E-01,1.48E-01,-1.54E+00
248,4.8,-1.46E-01,-3.88E+00,-4.67E-01,6.36E-01,1.03E-01,4.63E-02,1.28E-01,-1.63E+00
249,4.9,-1.12E-01,-3.76E+00,-4.37E-01,5.59E-01,1.78E-02,1.32E-01,1.44E-01,-1.47E+00
250,4.9,-8.19E-02,-3.67E+00,2.36E-01,3.69E-01,-2.42E-02,1.53E-01,1.29E-01,-9.83E-01
251,4.9,-1.17E-01,-3.59E+00,1.08E+00,1.13E-01,-5.83E-02,1.54E-01,1.02E-01,-3.63E-01
252,4.8,-1.15E-01,-3.54E+00,1.03E+00,1.24E-01,-1.60E-01,2.72E-01,1.38E-01,-3.40E-01
253,4.5,-1.21E-01,-3.52E+00,1.01E+00,2.07E-01,-6.34E-02,1.61E-01,1.13E-01,-3.93E-01
254,4.5,-6.44E-02,-4.00E+00,2.95E+00,-6.18E-01,2.30E-01,-1.13E-01,-9.35E-02,-1.51E+00
255,4.5,9.05E-02,-4.09E+00,3.12E+00,-1.83E-01,7.55E-01,-7.71E-01,-2.37E-01,-1.32E+00
256,4.6,-1.36E-01,-3.88E+00,2.68E+00,-3.10E-01,-1.54E-01,3.37E-01,7.92E-02,-1.34E+00
257,4.5,-1.17E-01,-3.69E+00,1.60E+00,-1.56E-01,1.96E-01,-1.21E-01,-2.56E-02,-9.42E-01
258,4.6,-1.06E-01,-3.81E+00,9.86E-01,3.60E-02,-4.58E-01,6.96E-01,2.40E-01,-1.28E+00
259,4.7,-2.92E-02,-3.77E+00,6.63E-01,1.33E-01,2.88E-01,-2.11E-01,-1.42E-02,-1.23E+00
260,4.7,-7.54E-02,-4.54E+00,1.56E+00,2.82E-01,8.41E+01,-1.02E+02,-2.97E+01,6.29E+00
261,4.8,-9.05E-02,-3.80E+00,3.78E-01,2.81E-01,-1.18E-01,2.93E-01,1.53E-01,-1.41E+00
262,4.7,-1.32E-01,-3.84E+00,1.64E-01,3.44E-01,-6.76E-02,2.32E-01,1.44E-01,-1.46E+00
263,4.6,-7.79E-02,-3.86E+00,1.72E-02,3.88E-01,-1.92E-02,1.86E-01,1.35E-01,-1.58E+00
264,4.6,-5.42E-02,-3.76E+00,-6.72E-02,3.73E-01,-3.36E+00,4.22E+00,1.31E+00,-1.81E+00
265,4.5,7.70E-02,-3.75E+00,-1.43E-01,3.60E-01,2.59E-01,-1.61E-01,2.82E-02,-1.46E+00
266,4.5,-1.36E-02,-3.78E+00,-3.09E-01,3.89E-01,2.66E-01,-1.72E-01,2.98E-02,-1.49E+00
267,4.5,-5.70E-02,-3.69E+00,-2.92E-01,3.65E-01,2.79E-01,-1.85E-01,2.28E-02,-1.50E+00
268,4.5,-2.11E-02,-3.71E+00,-4.35E-01,4.37E-01,2.68E-01,-1.70E-01,3.55E-02,-1.56E+00
269,4.7,-6.53E-02,-3.71E+00,-5.82E-01,4.40E-01,2.76E-01,-1.76E-01,3.53E-02,-1.62E+00
270,4.5,-2.55E-02,-3.75E+00,-5.98E-01,4.47E-01,2.86E-01,-1.90E-01,3.26E-02,-1.58E+00
271,4.2,6.36E-03,-3.76E+00,-6.17E-01,4.58E-01,2.89E-01,-1.90E-01,3.31E-02,-1.59E+00
272,4.5,-3.46E-02,-3.70E+00,-5.61E-01,4.50E-01,2.88E-01,-1.94E-01,3.15E-02,-1.54E+00
273,4.2,-1.70E-01,-3.47E+00,1.36E+00,-1.72E-02,-9.69E-01,1.25E+00,4.03E-01,-3.66E-01
274,4.4,-3.05E-01,-3.42E+00,1.38E+00,1.93E-02,-7.14E-02,1.68E-01,9.11E-02,-3.59E-01
275,4.1,-4.05E-01,-3.30E+00,1.36E+00,3.23E-02,-3.40E-01,4.81E-01,1.82E-01,-3.24E-01
276,4.1,-4.07E-01,-3.31E+00,1.26E+00,6.05E-02,-5.88E-01,7.79E-01,2.74E-01,-3.46E-01
277,4.2,-2.28E-01,-3.42E+00,1.29E+00,3.83E-01,-2.69E-01,3.76E-01,1.93E-01,-2.48E-01
278,4.4,-4.59E-01,-3.80E+00,3.03E+00,-6.33E-01,-1.06E-01,2.96E-01,2.44E-02,-1.58E+00
279,4.1,-2.90E-01,-3.96E+00,3.00E+00,-4.47E-01,-9.63E-02,2.75E-01,4.01E-02,-1.52E+00
280,4,-8.92E-02,-4.03E+00,2.78E+00,2.20E-02,-3.41E-02,1.69E-01,6.71E-02,-1.22E+00
281,4,2.70E-01,-3.82E+00,1.75E+00,5.75E-01,1.76E-01,-1.42E-01,4.89E-02,-6.66E-01
282,4,-1.76E-02,-3.65E+00,1.03E+00,2.04E-01,1.90E-01,-1.15E-01,1.67E-02,-1.05E+00
283,4.1,-1.63E-01,-3.61E+00,7.35E-01,7.18E-02,2.02E-01,-1.21E-01,2.93E-03,-1.12E+00
284,4.3,-1.16E-01,-3.59E+00,5.53E-01,1.20E-01,2.21E-01,-1.32E-01,4.43E-02,-1.18E+00
285,4.2,-1.49E-01,-3.53E+00,4.31E-01,1.78E-01,2.17E-01,-1.31E-01,1.30E-02,-1.22E+00
286,4.1,-1.87E-01,-3.55E+00,3.27E-01,2.10E-01,2.22E-01,-1.41E-01,1.48E-02,-1.20E+00
287,4.2,-1.06E-01,-3.61E+00,1.71E-01,2.46E-01,2.26E-01,-1.39E-01,2.05E-02,-1.26E+00
288,4.2,-1.72E-01,-3.51E+00,1.11E-01,2.83E-01,2.29E-01,-1.40E-01,2.33E-02,-1.32E+00
289,4.3,-1.64E-01,-3.51E+00,3.74E-02,3.44E-01,2.37E-01,-1.51E-01,2.76E-02,-1.33E+00
290,4.1,-2.76E-01,-3.55E+00,-1.01E-01,3.78E-01,3.46E-01,-2.81E-01,-5.13E-03,-1.37E+00
291,4.2,-2.80E-01,-3.60E+00,-1.34E-01,4.62E-01,-5.94E-01,8.61E-01,3.40E-01,-1.49E+00
292,4.2,-3.06E-01,-3.58E+00,-1.40E-01,4.67E-01,-5.91E-02,2.22E-01,1.53E-01,-1.50E+00
293,4.1,-4.26E-01,-3.61E+00,-9.88E-02,5.23E-01,6.81E-02,7.11E-02,1.16E-01,-1.51E+00
294,4.2,-4.52E-01,-3.63E+00,-1.34E-01,5.55E-01,8.58E-02,5.19E-02,1.16E-01,-1.53E+00
295,3.9,-3.98E-01,-3.61E+00,-1.33E-01,5.81E-01,8.95E-02,5.16E-02,1.17E-01,-1.54E+00
296,4,-4.12E-01,-3.65E+00,-1.97E-01,5.88E-01,9.40E-02,4.61E-02,1.18E-01,-1.55E+00
297,3.9,-4.35E-01,-3.54E+00,5.41E-01,3.76E-01,5.15E-02,5.91E-02,9.86E-02,-9.80E-01
298,4.1,-3.72E-01,-3.36E+00,1.25E+00,8.55E-02,-1.65E-01,2.72E-01,1.29E-01,-3.43E-01
299,3.9,-3.86E-01,-3.28E+00,1.27E+00,1.71E-01,-5.37E-01,7.11E-01,2.65E-01,-3.07E-01
300,4.1,-4.38E-01,-3.33E+00,1.26E+00,2.67E-01,-9.75E-03,8.71E-02,9.48E-02,-3.92E-01
301,4.1,-1.14E-01,-3.53E+00,1.40E+00,9.74E-01,-2.12E-02,5.68E-02,1.67E-01,-1.35E-01
302,4.1,-5.26E-01,-3.83E+00,2.99E+00,-4.14E-01,4.18E-02,1.19E-01,-2.03E-03,-1.60E+00
303,4.1,-5.16E-01,-3.83E+00,2.93E+00,-4.72E-01,6.14E-03,1.55E-01,2.89E-03,-1.55E+00
304,4,-5.18E-01,-3.68E+00,2.42E+00,-2.82E-01,1.23E-03,1.38E-01,2.73E-02,-1.23E+00
305,4,-4.23E-01,-3.61E+00,1.66E+00,3.94E-02,-1.83E-02,1.38E-01,7.28E-02,-9.80E-01
306,4,-3.84E-01,-3.71E+00,1.06E+00,1.84E-01,5.34E-02,7.58E-02,7.50E-02,-1.22E+00
307,3.9,-2.04E-01,-3.52E+00,6.46E-01,1.57E-01,2.34E-01,-1.59E-01,1.31E-03,-1.12E+00
308,4.1,-3.74E-01,-3.68E+00,4.54E-01,3.41E-01,5.49E-02,8.01E-02,9.66E-02,-1.36E+00
309,4.1,-2.55E-01,-3.55E+00,2.47E-01,3.05E-01,-2.39E+00,3.03E+00,9.57E-01,-1.53E+00
310,4.1,-3.12E-01,-3.65E+00,1.84E-01,3.81E-01,1.60E-02,1.25E-01,1.15E-01,-1.37E+00
311,4.2,-3.42E-01,-3.69E+00,9.92E-02,4.48E-01,6.89E-02,6.98E-02,1.08E-01,-1.45E+00
312,3.9,-2.49E-01,-3.57E+00,-7.95E-03,3.96E-01,-7.13E-01,1.00E+00,3.74E-01,-1.42E+00
313,4,-1.71E-01,-3.58E+00,-1.48E-01,3.78E-01,2.75E-01,-1.98E-01,2.00E-02,-1.30E+00
314,3.9,-2.57E-01,-3.60E+00,-2.15E-01,4.61E-01,-3.54E-01,5.74E-01,2.56E-01,-1.47E+00
315,4.2,-2.29E-01,-3.66E+00,-2.59E-01,4.84E-01,-5.15E-02,2.11E-01,1.55E-01,-1.46E+00
316,4.1,-2.29E-01,-3.62E+00,-2.89E-01,5.03E-01,-6.15E-02,2.24E-01,1.60E-01,-1.46E+00
317,4,-2.74E-01,-3.60E+00,-3.08E-01,5.18E-01,-4.13E-02,1.97E-01,1.54E-01,-1.44E+00
318,4,-2.81E-01,-3.67E+00,-3.20E-01,5.93E-01,5.05E-02,8.91E-02,1.32E-01,-1.47E+00
319,3.8,-3.56E-01,-3.63E+00,-3.50E-01,5.90E-01,5.89E-02,8.02E-02,1.28E-01,-1.48E+00
320,4,-3.13E-01,-3.63E+00,-3.77E-01,5.92E-01,6.87E-02,7.06E-02,1.27E-01,-1.48E+00
321,4,-2.96E-01,-3.48E+00,1.20E+00,1.37E-01,-2.32E-02,1.06E-01,8.82E-02,-3.22E-01
322,3.6,-3.85E-01,-3.42E+00,1.20E+00,1.70E-01,-2.72E-02,1.06E-01,9.06E-02,-2.99E-01
323,4,-4.50E-01,-3.34E+00,1.19E+00,1.72E-01,-2.29E-03,8.33E-02,8.43E-02,-3.73E-01
324,3.9,-4.45E-01,-3.30E+00,1.11E+00,1.57E-01,-8.53E-02,1.71E-01,1.08E-01,-2.98E-01
325,4,-4.55E-01,-3.21E+00,1.07E+00,1.38E-01,-5.93E-01,7.79E-01,2.84E-01,-3.08E-01
326,4.1,-5.82E-01,-3.74E+00,3.01E+00,-5.19E-01,-1.14E-02,1.79E-01,4.13E-02,-1.53E+00
327,3.9,-4.36E-01,-3.79E+00,3.03E+00,-2.96E-01,-5.84E-02,2.15E-01,3.83E-02,-1.43E+00
328,4,-3.27E-01,-3.67E+00,2.44E+00,4.44E-02,-1.47E-01,2.81E-01,1.07E-01,-9.80E-01
329,4,-4.11E-01,-3.45E+00,1.56E+00,-8.67E-02,2.99E-01,-2.56E-01,-5.85E-02,-8.79E-01
330,3.9,-4.17E-01,-3.63E+00,9.57E-01,2.37E-01,2.81E-02,1.01E-01,8.69E-02,-1.23E+00
331,3.9,-3.56E-01,-3.59E+00,5.48E-01,2.53E-01,-1.84E-01,3.57E-01,1.65E-01,-1.30E+00
332,4,-3.31E-01,-3.56E+00,3.50E-01,3.27E-01,-1.32E-01,3.00E-01,1.57E-01,-1.37E+00
333,3.9,-3.34E-01,-3.55E+00,2.29E-01,3.59E-01,-2.04E-01,3.87E-01,1.87E-01,-1.38E+00
334,4.1,-3.03E-01,-3.53E+00,1.59E-01,3.68E-01,-1.97E-01,3.81E-01,1.87E-01,-1.39E+00
335,3.9,-3.36E-01,-3.56E+00,5.13E-02,4.03E-01,-1.47E-01,3.18E-01,1.73E-01,-1.37E+00
336,4,-3.92E-01,-3.56E+00,-2.00E-02,3.86E-01,-1.26E-01,2.90E-01,1.65E-01,-1.38E+00
337,3.8,-3.65E-01,-3.55E+00,-8.60E-02,4.61E-01,-5.88E-02,2.14E-01,1.50E-01,-1.41E+00
338,3.9,-4.75E-01,-3.43E+00,-7.52E-02,4.83E-01,-4.81E-02,1.95E-01,1.47E-01,-1.38E+00
339,3.9,-3.95E-01,-3.54E+00,-1.43E-01,5.03E-01,-2.52E-02,1.68E-01,1.43E-01,-1.36E+00
340,4,-3.77E-01,-3.55E+00,-1.86E-01,5.34E-01,2.81E-02,1.09E-01,1.30E-01,-1.41E+00
341,4,-3.96E-01,-3.59E+00,-2.33E-01,5.64E-01,5.48E-02,7.66E-02,1.25E-01,-1.40E+00
342,3.9,-3.34E-01,-3.57E+00,-3.50E-01,5.67E-01,-6.94E-03,1.51E-01,1.46E-01,-1.41E+00
343,3.9,-3.54E-01,-3.53E+00,-3.34E-01,5.44E-01,-4.29E-02,1.91E-01,1.56E-01,-1.38E+00
344,3.8,-3.58E-01,-3.55E+00,-3.77E-01,5.60E-01,-3.31E-02,1.77E-01,1.54E-01,-1.35E+00
345,4,-3.45E-01,-3.52E+00,-3.03E-01,5.41E-01,-2.44E-02,1.64E-01,1.49E-01,-1.30E+00
346,4,-4.74E-01,-3.44E+00,2.56E-01,4.52E-01,3.93E-02,6.75E-02,1.11E-01,-9.67E-01
347,4,-3.42E-01,-3.40E+00,1.02E+00,1.50E-01,-7.44E-02,1.61E-01,1.06E-01,-3.05E-01
348,3.9,-4.07E-01,-3.36E+00,1.04E+00,1.77E-01,-4.37E-02,1.26E-01,9.83E-02,-3.21E-01
349,3.9,-2.48E-01,-3.14E+00,1.00E+00,2.08E-01,1.16E-01,-9.81E-02,3.29E-02,-1.00E-01
350,3.9,5.44E-02,-4.03E+00,2.82E+00,-2.91E-01,1.93E-01,-9.39E-02,-5.08E-02,-1.35E+00
351,4.1,-1.26E-01,-3.98E+00,2.79E+00,-5.99E-01,2.98E-01,-1.94E-01,-1.14E-01,-1.51E+00
352,4,-6.91E-02,-3.85E+00,2.28E+00,-4.16E-01,2.48E-01,-1.58E-01,-7.53E-02,-1.18E+00
353,4,-1.07E-01,-3.89E+00,1.57E+00,-7.70E-02,6.09E-03,1.36E-01,5.98E-02,-1.15E+00
354,3.9,-5.65E-02,-3.88E+00,9.25E-01,1.02E-01,-3.67E-02,1.92E-01,9.93E-02,-1.26E+00
355,3.8,-5.77E-02,-3.90E+00,5.86E-01,2.15E-01,1.45E-02,1.38E-01,9.78E-02,-1.37E+00
356,3.8,-6.64E-02,-3.91E+00,3.95E-01,2.60E-01,1.80E-02,1.35E-01,1.03E-01,-1.40E+00
357,4,-4.58E-02,-3.89E+00,2.69E-01,3.22E-01,3.82E-02,1.15E-01,1.05E-01,-1.45E+00
358,3.8,-5.07E-02,-3.93E+00,9.38E-02,3.49E-01,2.83E-02,1.26E-01,1.13E-01,-1.47E+00
359,3.9,-5.53E-02,-3.93E+00,-8.29E-03,4.10E-01,7.16E-02,8.42E-02,1.07E-01,-1.57E+00
360,4,-2.19E-02,-3.96E+00,-8.28E-02,4.56E-01,6.20E-02,9.10E-02,1.16E-01,-1.54E+00
361,4,-5.18E-03,-3.97E+00,-2.78E-01,5.18E-01,6.09E-02,9.72E-02,1.25E-01,-1.64E+00
362,3.9,-4.06E-03,-3.99E+00,-4.02E-01,5.84E-01,7.64E-02,8.20E-02,1.28E-01,-1.70E+00
363,4,-1.95E-02,-3.97E+00,-4.02E-01,5.41E-01,6.24E-02,9.54E-02,1.28E-01,-1.65E+00
364,3.9,4.79E-02,-3.94E+00,-4.70E-01,6.07E-01,4.18E-02,1.20E-01,1.42E-01,-1.66E+00
365,3.9,3.92E-02,-3.97E+00,-5.08E-01,5.95E-01,3.73E-02,1.24E-01,1.42E-01,-1.65E+00
366,3.9,5.80E-02,-3.95E+00,-5.84E-01,6.24E-01,4.08E-02,1.23E-01,1.45E-01,-1.67E+00
367,3.9,8.21E-02,-4.00E+00,-6.22E-01,6.24E-01,4.39E-02,1.18E-01,1.45E-01,-1.66E+00
368,4,9.70E-02,-4.00E+00,-6.45E-01,6.32E-01,4.78E-02,1.13E-01,1.45E-01,-1.65E+00
369,4,5.50E-02,-3.99E+00,-5.60E-01,5.78E-01,5.35E-02,1.01E-01,1.36E-01,-1.56E+00
370,3.8,1.78E-02,-3.97E+00,-2.29E-01,5.10E-01,6.57E-02,7.34E-02,1.21E-01,-1.34E+00
371,3.8,1.24E-02,-3.90E+00,6.04E-01,3.23E-01,5.00E-02,5.98E-02,9.70E-02,-7.89E-01
372,3.8,-4.01E-02,-3.92E+00,1.09E+00,2.08E-01,4.45E-02,4.67E-02,8.26E-02,-4.49E-01
373,3.8,2.96E-02,-3.82E+00,1.05E+00,2.03E-01,2.30E-02,6.87E-02,8.70E-02,-4.18E-01
374,4,4.53E-02,-4.36E+00,3.17E+00,-6.17E-01,3.60E-02,1.54E-01,-1.57E-02,-1.75E+00
375,3.7,6.12E-02,-4.45E+00,3.12E+00,-5.97E-01,5.32E-02,1.36E-01,-1.82E-02,-1.76E+00
376,3.8,1.17E-01,-4.41E+00,3.11E+00,-6.08E-01,3.69E-02,1.58E-01,-1.39E-02,-1.78E+00
377,3.8,1.97E-01,-4.07E+00,2.05E+00,-2.56E-01,1.05E+00,-1.14E+00,-3.39E-01,-8.68E-01
378,3.9,1.73E-01,-4.04E+00,1.26E+00,-1.44E-02,-1.09E+00,1.47E+00,4.58E-01,-1.32E+00
379,3.7,1.89E-01,-4.06E+00,1.02E+00,8.22E-02,-2.67E-01,4.77E-01,1.78E-01,-1.33E+00
380,4,1.01E-01,-4.12E+00,8.36E-01,1.83E-01,5.17E-02,1.02E-01,1.22E-01,-1.38E+00
381,4,1.06E-01,-4.09E+00,7.25E-01,2.39E-01,7.02E-02,8.69E-02,1.24E-01,-1.45E+00
382,3.7,1.96E-01,-4.09E+00,5.52E-01,2.32E-01,-8.76E-02,2.67E-01,1.37E-01,-1.42E+00
383,4,1.90E-01,-4.09E+00,3.92E-01,2.56E-01,-1.77E-01,3.79E-01,2.12E-01,-1.46E+00
384,4,1.31E-01,-4.16E+00,2.88E-01,3.10E-01,7.68E-02,8.57E-02,1.34E-01,-1.56E+00
385,3.7,2.26E-01,-4.12E+00,1.09E-01,3.33E-01,-4.04E-02,2.25E-01,1.37E-01,-1.62E+00
386,3.8,3.39E-01,-4.07E+00,-1.55E-01,2.91E-01,2.42E-01,-1.27E-01,2.92E-02,-1.56E+00
387,3.8,3.39E-01,-4.10E+00,-2.72E-01,3.38E-01,2.74E-01,-1.60E-01,2.53E-02,-1.63E+00
388,3.7,3.19E-01,-4.10E+00,-2.90E-01,3.60E-01,2.55E-01,-1.43E-01,3.32E-02,-1.59E+00
389,3.8,3.95E-01,-4.13E+00,-4.29E-01,3.94E-01,2.59E-01,-1.40E-01,3.80E-02,-1.67E+00
390,3.7,4.07E-01,-4.13E+00,-5.11E-01,3.82E-01,2.60E-01,-1.36E-01,3.79E-02,-1.71E+00
391,3.6,3.16E-01,-4.16E+00,-5.19E-01,4.39E-01,5.68E-01,-5.03E-01,-6.25E-02,-1.74E+00
392,3.7,3.91E-01,-4.08E+00,-6.67E-01,4.38E-01,2.67E-01,-1.39E-01,4.31E-02,-1.80E+00
393,3.6,3.25E-01,-3.88E+00,1.37E+00,-1.29E-01,1.74E-01,-1.24E-01,-1.36E-02,-3.19E-01
394,3.8,2.06E-01,-3.84E+00,1.39E+00,-7.69E-02,3.36E-01,-3.15E-01,-2.46E-02,-3.32E-01
395,3.7,1.72E-02,-3.81E+00,1.40E+00,-3.74E-03,-3.47E-02,1.40E-01,7.91E-02,-4.78E-01
396,3.6,-4.17E-02,-3.76E+00,1.40E+00,2.59E-02,-3.22E-02,1.35E-01,8.02E-02,-4.88E-01
397,3.5,-8.40E-02,-3.69E+00,1.36E+00,7.42E-02,-2.30E-02,1.25E-01,8.17E-02,-5.19E-01
398,3.6,-5.57E-02,-4.19E+00,3.17E+00,-5.75E-01,8.15E-03,1.85E-01,3.36E-02,-1.70E+00
399,3.5,-4.84E-03,-4.22E+00,3.17E+00,-5.01E-01,-7.18E-02,2.62E-01,2.72E-02,-1.61E+00
400,3.6,2.28E-02,-4.06E+00,2.59E+00,-3.30E-01,-8.46E-02,2.62E-01,9.34E-02,-1.30E+00
401,3.5,-4.63E-02,-3.94E+00,1.74E+00,-1.41E-01,-1.42E-01,3.13E-01,1.00E-01,-1.17E+00
402,3.4,-7.53E-02,-3.93E+00,1.33E+00,4.90E-03,-1.12E-01,2.74E-01,1.08E-01,-1.20E+00
403,3.4,-3.78E-02,-3.83E+00,1.14E+00,3.30E-02,5.08E-01,-4.80E-01,-1.10E-01,-1.12E+00
404,3.4,1.20E-02,-3.89E+00,8.23E-01,1.41E-01,-7.20E-01,1.02E+00,3.43E-01,-1.38E+00
405,3.4,-2.49E-02,-3.88E+00,6.88E-01,2.32E-01,-3.02E-01,5.10E-01,2.05E-01,-1.35E+00
406,3.5,-1.49E-01,-3.76E+00,6.60E-01,2.33E-01,-1.63E-01,3.42E-01,1.56E-01,-1.37E+00
407,3.5,-1.61E-01,-3.77E+00,5.72E-01,2.79E-01,-5.02E-02,2.08E-01,1.23E-01,-1.38E+00
408,3.5,-1.61E-01,-3.77E+00,3.95E-01,3.36E-01,-3.71E-02,1.96E-01,1.26E-01,-1.45E+00
409,3.6,-1.85E-01,-3.73E+00,3.41E-01,3.22E-01,-5.04E-02,2.18E-01,1.70E-01,-1.46E+00
410,3.4,-2.20E-01,-3.77E+00,-2.76E-02,4.29E-01,-1.10E-02,1.78E-01,1.32E-01,-1.67E+00
411,3.3,-1.85E-01,-3.75E+00,-1.61E-03,4.66E-01,-2.06E-02,1.86E-01,1.38E-01,-1.62E+00
412,3.5,-1.76E-01,-3.78E+00,-4.03E-02,4.66E-01,-2.62E-02,1.90E-01,1.41E-01,-1.59E+00
413,3.5,-1.83E-01,-3.77E+00,-7.90E-02,4.99E-01,-7.23E-03,1.66E-01,1.38E-01,-1.59E+00
414,3.4,-1.59E-01,-3.75E+00,-1.80E-01,5.05E-01,-8.46E-02,2.63E-01,1.67E-01,-1.63E+00
415,3.4,-9.84E-02,-3.77E+00,-2.11E-01,5.04E-01,-1.49E-01,3.41E-01,1.90E-01,-1.62E+00
416,3.4,-8.94E-02,-3.78E+00,-2.82E-01,5.21E-01,-1.90E-01,3.89E-01,2.07E-01,-1.61E+00
417,3.5,-7.60E-02,-3.74E+00,-3.49E-01,5.31E-01,-6.52E-01,9.47E-01,3.72E-01,-1.64E+00
418,3.5,-1.42E-01,-3.75E+00,-2.42E-01,5.17E-01,-1.36E-01,3.13E-01,1.86E-01,-1.49E+00
419,3.5,-1.28E-01,-3.75E+00,-1.74E-01,5.63E-01,-7.15E-02,2.29E-01,1.67E-01,-1.41E+00
420,3.5,-1.35E-01,-3.71E+00,-3.53E-01,6.13E-01,-1.34E-01,3.10E-01,1.96E-01,-1.51E+00
421,3.5,-1.50E-01,-3.68E+00,-2.27E-01,5.93E-01,-6.64E-02,2.23E-01,1.68E-01,-1.41E+00
