,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,7,V8
9996,8.4,2.78E+00,4.18E-01,5.38E-01,-7.73E-02,-1.75E+00,-7.35E-01,-1.45E-01,1.79E-01
9997,8.4,3.03E+00,3.50E-01,4.98E-01,-8.52E-02,-1.95E+00,-7.25E-01,-9.75E-02,5.19E-01
9998,8.3,2.99E+00,2.27E+00,1.73E+00,-3.49E-02,-1.48E+00,1.46E+00,5.93E-02,4.01E-02
9999,8.5,2.99E+00,2.24E+00,1.73E+00,-3.42E-02,-1.45E+00,1.46E+00,6.83E-02,3.72E-02
10000,8.4,3.11E+00,2.04E+00,1.57E+00,-4.33E-02,-1.61E+00,1.29E+00,7.09E-02,2.50E-01
10001,8.3,2.95E+00,1.55E+00,1.26E+00,-5.27E-02,-1.62E+00,6.43E-01,-1.04E-02,1.61E-01
10002,8.5,2.76E+00,1.04E+00,6.81E-01,-5.66E-02,-1.52E+00,5.02E-01,-5.50E-02,2.30E-02
10003,8.5,2.84E+00,7.21E-01,2.69E-01,-6.42E-02,-1.61E+00,5.67E-01,-4.00E-02,2.09E-01
10004,8.5,2.74E+00,5.95E-01,7.72E-02,-6.38E-02,-1.54E+00,5.71E-01,-5.58E-02,1.12E-01
10005,8.3,2.70E+00,4.90E-01,-9.71E-02,-6.61E-02,-1.56E+00,6.02E-01,-5.78E-02,1.09E-01
10006,8.5,2.70E+00,3.76E-01,-2.39E-01,-6.62E-02,-1.52E+00,6.39E-01,-6.38E-02,1.09E-01
10007,8.3,2.68E+00,3.22E-01,-3.52E-01,-6.76E-02,-1.54E+00,6.72E-01,-7.62E-02,1.06E-01
10008,8.5,2.66E+00,2.20E-01,-4.99E-01,-6.74E-02,-1.50E+00,7.54E-01,-6.56E-02,1.07E-01
10009,8.4,2.65E+00,1.60E-01,-6.07E-01,-6.84E-02,-1.50E+00,7.88E-01,-7.27E-02,1.05E-01
10010,8.3,2.62E+00,6.70E-02,-8.12E-01,-6.91E-02,-1.49E+00,9.27E-01,-7.55E-02,1.01E-01
10011,8.5,2.61E+00,1.60E-02,-8.45E-01,-6.87E-02,-1.46E+00,9.07E-01,-7.38E-02,1.19E-01
10012,8.6,2.61E+00,-7.38E-03,-8.57E-01,-6.84E-02,-1.45E+00,9.04E-01,-6.81E-02,1.21E-01
10013,8.3,2.58E+00,-2.57E-02,-9.01E-01,-7.05E-02,-1.49E+00,8.72E-01,-7.47E-02,1.19E-01
10014,8.4,2.57E+00,-9.54E-02,-1.02E+00,-7.06E-02,-1.48E+00,9.39E-01,-7.04E-02,1.18E-01
10015,8.2,2.56E+00,-7.34E-02,-9.79E-01,-7.16E-02,-1.50E+00,8.78E-01,-8.27E-02,1.17E-01
10016,8.4,2.57E+00,-9.63E-02,-9.55E-01,-7.14E-02,-1.49E+00,8.01E-01,-7.21E-02,1.21E-01
10017,8.5,2.75E+00,5.75E-01,7.19E-01,-7.31E-02,-1.70E+00,-7.03E-01,-1.20E-01,1.50E-01
10018,8.3,2.70E+00,5.55E-01,6.56E-01,-7.32E-02,-1.69E+00,-6.98E-01,-1.40E-01,9.90E-02
10019,8.5,2.71E+00,5.13E-01,6.29E-01,-7.27E-02,-1.66E+00,-7.05E-01,-1.43E-01,6.51E-02
10020,8.5,2.76E+00,4.74E-01,5.92E-01,-7.46E-02,-1.71E+00,-6.82E-01,-1.38E-01,1.37E-01
10021,8.4,2.57E+00,4.95E-01,5.82E-01,-6.98E-02,-1.57E+00,-7.06E-01,-1.79E-01,-1.06E-01
10022,8.5,3.03E+00,2.26E+00,1.75E+00,-3.49E-02,-1.48E+00,1.48E+00,7.80E-02,8.84E-02
10023,8.5,3.70E+00,2.14E+00,1.69E+00,-5.47E-02,-1.99E+00,1.55E+00,2.06E-01,9.76E-01
10024,8.4,3.06E+00,2.18E+00,1.67E+00,-3.83E-02,-1.53E+00,1.41E+00,7.43E-02,1.53E-01
10025,8.4,2.89E+00,1.52E+00,1.25E+00,-5.09E-02,-1.56E+00,5.98E-01,-2.02E-02,7.43E-02
10026,8.5,2.76E+00,1.15E+00,8.19E-01,-5.46E-02,-1.51E+00,4.96E-01,-5.17E-02,-2.80E-04
10027,8.4,3.28E+00,7.01E-01,2.65E-01,-7.66E-02,-1.95E+00,6.65E-01,4.26E-02,7.88E-01
10028,8.5,2.69E+00,5.42E-01,-1.00E-01,-6.18E-02,-1.48E+00,7.94E-01,-5.77E-02,5.92E-02
10029,8.4,2.65E+00,3.99E-01,-3.30E-01,-6.37E-02,-1.48E+00,8.58E-01,-6.75E-02,5.62E-02
10030,8.4,2.64E+00,3.32E-01,-4.09E-01,-6.46E-02,-1.47E+00,8.52E-01,-7.01E-02,5.62E-02
10031,8.4,2.66E+00,2.31E-01,-5.13E-01,-6.72E-02,-1.51E+00,8.36E-01,-7.57E-02,1.04E-01
10032,8.4,2.65E+00,1.87E-01,-5.79E-01,-6.76E-02,-1.50E+00,8.56E-01,-7.69E-02,1.04E-01
10033,8.6,2.71E+00,1.14E-01,-6.23E-01,-6.92E-02,-1.53E+00,8.53E-01,-4.98E-02,1.23E-01
10034,8.3,2.62E+00,4.31E-02,-8.22E-01,-6.96E-02,-1.50E+00,9.53E-01,-7.92E-02,8.42E-02
10035,8.6,2.68E+00,-3.71E-02,-8.33E-01,-7.08E-02,-1.52E+00,9.12E-01,-5.94E-02,1.21E-01
10036,8.6,2.65E+00,-6.45E-02,-9.09E-01,-7.12E-02,-1.51E+00,9.27E-01,-6.67E-02,1.35E-01
10037,8.3,2.64E+00,-6.74E-02,-9.23E-01,-7.26E-02,-1.54E+00,8.89E-01,-8.18E-02,1.33E-01
10038,8.3,2.59E+00,-1.46E-01,-1.07E+00,-7.21E-02,-1.50E+00,9.57E-01,-8.92E-02,8.32E-02
10039,8.6,2.60E+00,-1.61E-01,-1.02E+00,-7.17E-02,-1.48E+00,8.86E-01,-8.12E-02,8.71E-02
10040,8.4,2.58E+00,-2.02E-01,-1.10E+00,-7.26E-02,-1.49E+00,9.15E-01,-8.75E-02,8.52E-02
10041,8.6,2.63E+00,-1.35E-01,-8.70E-01,-7.26E-02,-1.51E+00,7.02E-01,-7.89E-02,7.58E-02
10042,8.4,2.77E+00,4.76E-01,6.18E-01,-7.55E-02,-1.73E+00,-6.70E-01,-1.40E-01,9.91E-02
10043,8.7,2.78E+00,4.37E-01,6.02E-01,-7.51E-02,-1.72E+00,-6.85E-01,-1.32E-01,1.02E-01
10044,8.6,2.81E+00,4.18E-01,5.67E-01,-7.68E-02,-1.75E+00,-6.77E-01,-1.31E-01,1.49E-01
10045,8.6,2.77E+00,3.98E-01,5.45E-01,-7.62E-02,-1.73E+00,-6.98E-01,-1.40E-01,1.00E-01
10046,8.6,3.42E+00,2.14E+00,1.71E+00,-4.70E-02,-1.79E+00,1.53E+00,1.50E-01,5.58E-01
10047,8.6,3.50E+00,2.11E+00,1.68E+00,-5.00E-02,-1.86E+00,1.54E+00,1.65E-01,6.37E-01
10048,8.6,3.86E+00,1.78E+00,1.47E+00,-6.76E-02,-2.20E+00,1.28E+00,2.09E-01,1.17E+00
10049,8.4,2.91E+00,1.37E+00,1.16E+00,-5.52E-02,-1.62E+00,5.10E-01,-3.05E-02,8.35E-02
10050,8.4,2.69E+00,9.45E-01,5.91E-01,-5.70E-02,-1.49E+00,5.05E-01,-7.69E-02,-1.34E-01
10051,8.4,2.68E+00,6.78E-01,2.16E-01,-6.10E-02,-1.50E+00,5.63E-01,-7.41E-02,-8.18E-02
10052,8.6,3.01E+00,4.89E-01,2.20E-02,-7.26E-02,-1.76E+00,6.21E-01,-1.12E-02,4.18E-01
10053,8.3,2.72E+00,4.00E-01,-1.99E-01,-6.71E-02,-1.56E+00,6.80E-01,-7.30E-02,7.49E-02
10054,8.4,2.70E+00,3.04E-01,-3.13E-01,-6.79E-02,-1.55E+00,6.89E-01,-7.20E-02,7.56E-02
10055,8.6,2.68E+00,1.84E-01,-5.01E-01,-6.82E-02,-1.52E+00,7.85E-01,-6.59E-02,7.50E-02
10056,8.4,2.62E+00,1.18E-01,-6.39E-01,-6.82E-02,-1.49E+00,8.42E-01,-8.03E-02,2.36E-02
10057,8.4,2.67E+00,5.74E-02,-6.78E-01,-7.08E-02,-1.54E+00,8.31E-01,-7.05E-02,4.03E-02
10058,8.7,2.61E+00,-4.19E-02,-8.59E-01,-6.90E-02,-1.47E+00,9.33E-01,-6.67E-02,8.02E-03
10059,8.7,2.65E+00,-7.35E-02,-8.47E-01,-7.09E-02,-1.51E+00,8.73E-01,-6.96E-02,5.73E-02
10060,8.4,2.67E+00,-9.75E-02,-8.95E-01,-7.34E-02,-1.55E+00,8.42E-01,-7.23E-02,1.04E-01
10061,8.6,2.64E+00,-1.41E-01,-9.01E-01,-7.28E-02,-1.53E+00,8.30E-01,-7.90E-02,4.09E-02
10062,8.4,2.74E+00,-2.36E-01,-1.07E+00,-7.73E-02,-1.62E+00,9.45E-01,-5.81E-02,1.67E-01
10063,8.4,2.79E+00,-2.39E-01,-1.00E+00,-7.94E-02,-1.67E+00,8.53E-01,-5.55E-02,2.01E-01
10064,8.6,2.79E+00,-2.82E-01,-1.04E+00,-7.93E-02,-1.66E+00,8.56E-01,-5.05E-02,2.02E-01
10065,8.6,2.81E+00,-2.49E-01,-8.95E-01,-8.04E-02,-1.69E+00,6.95E-01,-5.69E-02,1.89E-01
10066,8.6,2.83E+00,-5.72E-02,-4.27E-01,-8.02E-02,-1.73E+00,2.29E-01,-7.53E-02,1.49E-01
10067,8.7,2.90E+00,1.96E-01,2.74E-01,-8.13E-02,-1.82E+00,-4.18E-01,-1.04E-01,1.62E-01
10068,8.6,2.97E+00,3.07E-01,5.84E-01,-8.38E-02,-1.91E+00,-7.35E-01,-1.07E-01,2.00E-01
10069,8.4,2.93E+00,3.10E-01,5.74E-01,-8.35E-02,-1.90E+00,-7.53E-01,-1.22E-01,1.50E-01
10070,8.4,3.23E+00,2.18E+00,1.79E+00,-4.23E-02,-1.68E+00,1.52E+00,1.03E-01,1.21E-01
10071,8.4,3.27E+00,2.15E+00,1.78E+00,-4.38E-02,-1.71E+00,1.50E+00,1.08E-01,1.70E-01
10072,8.5,3.20E+00,1.75E+00,1.52E+00,-5.24E-02,-1.75E+00,1.03E+00,6.09E-02,1.76E-01
10073,8.4,3.16E+00,1.48E+00,1.34E+00,-5.85E-02,-1.79E+00,6.99E-01,2.61E-02,1.80E-01
10074,8.3,3.03E+00,8.92E-01,5.29E-01,-6.62E-02,-1.76E+00,7.74E-01,-7.34E-03,1.75E-01
10075,8.7,3.01E+00,6.34E-01,2.84E-01,-6.91E-02,-1.74E+00,6.97E-01,-2.81E-03,1.63E-01
10076,8.5,2.95E+00,3.82E-01,-2.04E-01,-7.13E-02,-1.72E+00,9.69E-01,-1.10E-02,1.55E-01
10077,8.4,2.90E+00,1.90E-01,-5.72E-01,-7.28E-02,-1.69E+00,1.18E+00,-1.53E-02,1.49E-01
10078,8.5,2.88E+00,6.55E-02,-7.73E-01,-7.33E-02,-1.66E+00,1.26E+00,-6.99E-03,1.48E-01
10079,8.5,2.85E+00,-4.74E-03,-8.75E-01,-7.38E-02,-1.65E+00,1.27E+00,-1.59E-02,1.64E-01
10080,8.4,2.85E+00,-7.12E-02,-9.69E-01,-7.55E-02,-1.67E+00,1.27E+00,-1.93E-02,1.46E-01
10081,8.5,2.84E+00,-1.27E-01,-1.03E+00,-7.56E-02,-1.65E+00,1.29E+00,-2.00E-02,1.47E-01
10082,8.5,2.83E+00,-1.60E-01,-1.05E+00,-7.63E-02,-1.66E+00,1.25E+00,-2.40E-02,1.47E-01
10083,8.4,2.83E+00,-1.95E-01,-1.08E+00,-7.71E-02,-1.66E+00,1.22E+00,-2.91E-02,1.47E-01
10084,8.6,2.83E+00,-2.30E-01,-1.10E+00,-7.73E-02,-1.65E+00,1.18E+00,-2.14E-02,1.49E-01
10085,8.6,2.82E+00,-2.62E-01,-1.12E+00,-7.78E-02,-1.66E+00,1.17E+00,-2.88E-02,1.49E-01
10086,8.4,2.81E+00,-2.78E-01,-1.14E+00,-7.94E-02,-1.68E+00,1.12E+00,-4.39E-02,1.48E-01
10087,8.7,2.82E+00,-3.25E-01,-1.15E+00,-7.85E-02,-1.65E+00,1.11E+00,-2.87E-02,1.52E-01
10088,8.6,2.77E+00,-3.32E-01,-1.18E+00,-7.83E-02,-1.63E+00,1.08E+00,-3.98E-02,1.02E-01
10089,8.5,2.79E+00,-3.07E-01,-1.10E+00,-7.95E-02,-1.67E+00,9.87E-01,-4.85E-02,8.65E-02
10090,8.4,2.80E+00,-2.49E-01,-9.41E-01,-8.06E-02,-1.70E+00,8.04E-01,-6.15E-02,8.86E-02
10091,8.5,2.95E+00,3.17E-01,4.99E-01,-8.22E-02,-1.89E+00,-5.10E-01,-1.05E-01,1.15E-01
10092,8.7,3.05E+00,3.40E-01,6.41E-01,-8.38E-02,-1.95E+00,-6.42E-01,-8.42E-02,2.17E-01
10093,8.6,2.71E+00,3.70E-01,6.22E-01,-7.51E-02,-1.70E+00,-6.87E-01,-1.55E-01,-2.20E-01
10094,8.5,3.73E+00,2.08E+00,1.76E+00,-5.70E-02,-2.06E+00,1.59E+00,2.01E-01,7.19E-01
10095,8.7,3.77E+00,2.06E+00,1.75E+00,-5.73E-02,-2.07E+00,1.60E+00,2.19E-01,7.69E-01
10096,8.8,3.85E+00,2.03E+00,1.75E+00,-5.93E-02,-2.12E+00,1.60E+00,2.37E-01,8.67E-01
10097,8.6,3.13E+00,1.39E+00,1.25E+00,-5.86E-02,-1.76E+00,7.14E-01,2.90E-02,1.01E-01
10098,8.6,2.87E+00,9.11E-01,5.76E-01,-5.99E-02,-1.61E+00,7.64E-01,-2.57E-02,-1.21E-01
10099,8.5,3.46E+00,4.38E-01,-6.20E-02,-8.37E-02,-2.10E+00,1.05E+00,8.84E-02,7.68E-01
10100,8.5,2.90E+00,2.73E-01,-4.31E-01,-7.06E-02,-1.67E+00,1.16E+00,-1.21E-02,8.65E-02
10101,8.6,2.87E+00,1.38E-01,-6.39E-01,-7.14E-02,-1.64E+00,1.23E+00,-5.06E-03,8.60E-02
10102,8.5,2.82E+00,8.49E-02,-7.22E-01,-7.16E-02,-1.62E+00,1.22E+00,-2.12E-02,3.62E-02
10103,8.5,2.83E+00,9.11E-03,-8.01E-01,-7.34E-02,-1.64E+00,1.19E+00,-2.41E-02,1.01E-01
10104,8.6,2.83E+00,-3.13E-02,-8.44E-01,-7.37E-02,-1.63E+00,1.17E+00,-1.86E-02,1.02E-01
10105,8.6,2.82E+00,-7.19E-02,-8.85E-01,-7.43E-02,-1.63E+00,1.17E+00,-2.53E-02,1.02E-01
10106,8.7,2.82E+00,-1.35E-01,-9.54E-01,-7.46E-02,-1.62E+00,1.15E+00,-1.78E-02,1.03E-01
10107,8.7,2.81E+00,-1.74E-01,-1.01E+00,-7.50E-02,-1.62E+00,1.16E+00,-1.93E-02,1.03E-01
10108,8.5,2.75E+00,-2.05E-01,-1.08E+00,-7.54E-02,-1.61E+00,1.16E+00,-3.99E-02,5.19E-02
10109,8.4,2.78E+00,-2.33E-01,-1.12E+00,-7.75E-02,-1.65E+00,1.15E+00,-4.18E-02,9.88E-02
10110,8.6,2.74E+00,-2.82E-01,-1.15E+00,-7.63E-02,-1.60E+00,1.13E+00,-4.13E-02,5.29E-02
10111,8.4,2.73E+00,-2.82E-01,-1.16E+00,-7.76E-02,-1.62E+00,1.08E+00,-5.54E-02,5.12E-02
10112,8.7,2.75E+00,-3.04E-01,-1.10E+00,-7.68E-02,-1.60E+00,1.01E+00,-4.20E-02,5.63E-02
10113,8.7,2.86E+00,1.31E-01,-3.80E-02,-7.81E-02,-1.75E+00,4.02E-02,-7.38E-02,7.47E-02
10114,8.5,2.93E+00,4.23E-01,6.61E-01,-8.01E-02,-1.86E+00,-6.34E-01,-1.08E-01,8.48E-02
10115,8.5,2.92E+00,4.06E-01,6.59E-01,-8.05E-02,-1.87E+00,-6.43E-01,-1.14E-01,8.49E-02
10116,8.5,2.80E+00,4.26E-01,6.92E-01,-7.70E-02,-1.77E+00,-6.98E-01,-1.37E-01,-1.16E-01
10117,8.5,2.97E+00,3.70E-01,6.44E-01,-8.27E-02,-1.91E+00,-6.87E-01,-1.07E-01,1.18E-01
10118,8.4,3.48E+00,2.19E+00,1.83E+00,-4.87E-02,-1.87E+00,1.58E+00,1.58E-01,3.79E-01
10119,8.5,3.75E+00,2.13E+00,1.81E+00,-5.64E-02,-2.07E+00,1.62E+00,2.11E-01,7.02E-01
10120,8.6,3.69E+00,1.97E+00,1.72E+00,-5.83E-02,-2.05E+00,1.44E+00,1.88E-01,6.58E-01
10121,8.4,3.12E+00,1.24E+00,1.08E+00,-6.24E-02,-1.80E+00,6.70E-01,1.51E-02,6.68E-02
10122,8.5,3.06E+00,9.31E-01,7.29E-01,-6.65E-02,-1.79E+00,6.29E-01,-4.73E-03,6.68E-02
10123,8.6,2.79E+00,7.09E-01,3.98E-01,-6.22E-02,-1.59E+00,6.66E-01,-5.06E-02,-2.32E-01
10124,8.5,2.74E+00,4.98E-01,4.08E-02,-6.43E-02,-1.57E+00,8.05E-01,-6.09E-02,-2.45E-01
10125,8.6,2.95E+00,3.35E-01,-1.60E-01,-7.18E-02,-1.72E+00,9.04E-01,-1.42E-02,6.09E-02
10126,8.5,2.88E+00,2.46E-01,-3.12E-01,-7.22E-02,-1.69E+00,9.35E-01,-3.00E-02,1.02E-02
10127,8.7,3.04E+00,1.26E-01,-4.10E-01,-7.72E-02,-1.79E+00,9.43E-01,9.11E-03,1.90E-01
10128,8.6,2.78E+00,1.19E-01,-4.60E-01,-7.10E-02,-1.61E+00,9.14E-01,-4.37E-02,-1.34E-01
10129,8.6,2.99E+00,3.45E-02,-5.23E-01,-7.84E-02,-1.79E+00,9.29E-01,-9.81E-03,1.24E-01
10130,8.7,3.01E+00,-7.00E-02,-6.99E-01,-7.93E-02,-1.78E+00,1.06E+00,5.85E-03,1.71E-01
10131,8.5,2.99E+00,-7.85E-02,-6.83E-01,-8.10E-02,-1.82E+00,9.81E-01,-1.51E-02,1.70E-01
10132,8.5,2.99E+00,-9.88E-02,-7.13E-01,-8.14E-02,-1.82E+00,9.60E-01,-1.25E-02,1.70E-01
10133,8.5,2.99E+00,-1.36E-01,-7.45E-01,-8.21E-02,-1.82E+00,9.30E-01,-1.62E-02,1.71E-01
10134,8.5,2.97E+00,-1.88E-01,-8.31E-01,-8.25E-02,-1.81E+00,9.69E-01,-1.69E-02,1.70E-01
10135,8.5,2.96E+00,-1.71E-01,-7.74E-01,-8.20E-02,-1.80E+00,8.98E-01,-2.12E-02,1.07E-01
10136,8.5,2.94E+00,-1.91E-01,-7.75E-01,-8.24E-02,-1.80E+00,8.39E-01,-3.15E-02,1.23E-01
10137,8.6,2.96E+00,-1.44E-01,-5.98E-01,-8.26E-02,-1.81E+00,6.48E-01,-3.27E-02,1.28E-01
10138,8.5,3.11E+00,3.95E-01,7.39E-01,-8.54E-02,-2.02E+00,-5.84E-01,-7.97E-02,1.34E-01
10139,8.5,3.10E+00,3.75E-01,7.11E-01,-8.56E-02,-2.02E+00,-5.78E-01,-8.05E-02,1.34E-01
10140,8.7,3.11E+00,3.42E-01,6.92E-01,-8.50E-02,-2.00E+00,-5.71E-01,-7.04E-02,1.36E-01
10141,8.6,2.89E+00,3.45E-01,6.69E-01,-8.00E-02,-1.85E+00,-6.24E-01,-1.19E-01,-1.39E-01
10142,8.6,3.06E+00,2.15E+00,1.85E+00,-3.71E-02,-1.54E+00,1.52E+00,7.28E-02,-3.30E-01
10143,8.5,3.67E+00,2.05E+00,1.79E+00,-5.58E-02,-2.03E+00,1.60E+00,1.87E-01,4.94E-01
10144,8.7,3.53E+00,2.06E+00,1.81E+00,-5.08E-02,-1.90E+00,1.58E+00,1.68E-01,3.03E-01
10145,8.6,3.02E+00,1.31E+00,1.29E+00,-5.80E-02,-1.72E+00,5.59E-01,-8.46E-03,-1.86E-01
10146,8.6,2.99E+00,8.64E-01,7.07E-01,-6.48E-02,-1.73E+00,6.20E-01,-1.76E-02,-1.19E-01
10147,8.7,3.81E+00,4.43E-01,2.40E-01,-9.32E-02,-2.37E+00,8.05E-01,1.47E-01,1.04E+00
10148,8.4,3.20E+00,4.05E-01,5.95E-02,-7.96E-02,-1.96E+00,7.67E-01,1.56E-02,3.21E-01
10149,8.5,3.00E+00,3.12E-01,-9.21E-02,-7.52E-02,-1.80E+00,7.80E-01,-1.93E-02,7.84E-02
10150,8.6,2.99E+00,2.10E-01,-2.54E-01,-7.54E-02,-1.77E+00,8.46E-01,-9.15E-03,7.84E-02
10151,8.7,2.97E+00,1.02E-01,-4.24E-01,-7.60E-02,-1.75E+00,9.23E-01,-6.35E-03,7.75E-02
10152,8.8,2.96E+00,3.92E-02,-4.92E-01,-7.61E-02,-1.74E+00,9.31E-01,-2.15E-03,7.86E-02
10153,8.6,2.94E+00,2.25E-03,-5.63E-01,-7.76E-02,-1.75E+00,9.27E-01,-1.58E-02,7.60E-02
10154,8.7,2.94E+00,-5.62E-02,-6.45E-01,-7.76E-02,-1.74E+00,9.66E-01,-1.10E-02,7.63E-02
10155,8.6,2.93E+00,-7.15E-02,-6.64E-01,-7.85E-02,-1.75E+00,9.39E-01,-1.91E-02,7.54E-02
10156,8.5,2.92E+00,-1.05E-01,-7.12E-01,-7.97E-02,-1.76E+00,9.17E-01,-2.93E-02,7.40E-02
10157,8.5,2.91E+00,-1.39E-01,-7.32E-01,-8.03E-02,-1.76E+00,8.78E-01,-3.19E-02,7.48E-02
10158,8.6,2.90E+00,-2.28E-01,-8.87E-01,-8.02E-02,-1.74E+00,9.82E-01,-2.51E-02,7.39E-02
10159,8.6,2.90E+00,-2.41E-01,-8.80E-01,-8.07E-02,-1.74E+00,9.37E-01,-2.84E-02,7.46E-02
10160,8.6,2.91E+00,-1.77E-01,-7.28E-01,-8.11E-02,-1.76E+00,7.73E-01,-2.95E-02,7.77E-02
10161,8.6,3.04E+00,4.43E-01,8.11E-01,-8.23E-02,-1.95E+00,-6.63E-01,-8.46E-02,5.61E-02
10162,8.6,3.03E+00,4.14E-01,7.78E-01,-8.26E-02,-1.95E+00,-6.45E-01,-9.00E-02,5.57E-02
10163,8.8,2.85E+00,3.95E-01,7.55E-01,-7.67E-02,-1.79E+00,-6.35E-01,-1.18E-01,-1.82E-01
10164,8.6,3.58E+00,2.70E-01,6.71E-01,-9.96E-02,-2.38E+00,-5.53E-01,1.32E-02,7.65E-01
10165,8.4,3.46E+00,2.81E-01,6.42E-01,-9.74E-02,-2.31E+00,-5.61E-01,-1.91E-02,6.17E-01
10166,8.6,3.83E+00,2.06E+00,1.83E+00,-5.90E-02,-2.13E+00,1.63E+00,2.23E-01,6.89E-01
10167,8.6,3.46E+00,2.09E+00,1.82E+00,-4.87E-02,-1.85E+00,1.59E+00,1.52E-01,2.05E-01
10168,8.6,3.86E+00,2.01E+00,1.79E+00,-6.08E-02,-2.16E+00,1.62E+00,2.26E-01,7.37E-01
10169,8.5,2.99E+00,1.40E+00,1.34E+00,-5.52E-02,-1.68E+00,6.69E-01,-7.47E-03,-2.39E-01
10170,8.8,2.89E+00,1.16E+00,1.13E+00,-5.65E-02,-1.62E+00,5.10E-01,-3.11E-02,-3.27E-01
10171,8.6,2.90E+00,7.56E-01,5.42E-01,-6.43E-02,-1.67E+00,6.20E-01,-3.14E-02,-2.08E-01
10172,8.6,3.07E+00,5.34E-01,2.85E-01,-7.30E-02,-1.82E+00,6.46E-01,-2.02E-03,6.74E-02
10173,8.5,3.00E+00,4.10E-01,6.31E-02,-7.36E-02,-1.79E+00,7.19E-01,-1.87E-02,1.55E-02
10174,8.8,2.97E+00,2.53E-01,-1.41E-01,-7.33E-02,-1.74E+00,7.99E-01,-9.84E-03,3.34E-02
10175,8.6,2.96E+00,1.85E-01,-2.61E-01,-7.53E-02,-1.76E+00,8.20E-01,-1.80E-02,1.43E-02
10176,8.8,2.94E+00,9.88E-02,-3.79E-01,-7.49E-02,-1.72E+00,8.48E-01,-1.06E-02,3.18E-02
10177,8.5,2.92E+00,7.67E-02,-4.59E-01,-7.66E-02,-1.75E+00,8.65E-01,-2.94E-02,2.73E-02
10178,8.6,2.88E+00,-9.30E-02,-7.85E-01,-7.65E-02,-1.70E+00,1.10E+00,-1.79E-02,2.41E-02
10179,8.5,2.89E+00,-6.97E-02,-7.11E-01,-7.75E-02,-1.72E+00,9.93E-01,-2.86E-02,2.48E-02
10180,8.6,2.87E+00,-1.82E-01,-9.03E-01,-7.77E-02,-1.69E+00,1.11E+00,-2.22E-02,2.35E-02
10181,8.6,2.88E+00,-1.48E-01,-7.83E-01,-7.83E-02,-1.71E+00,9.66E-01,-2.87E-02,2.61E-02
10182,8.7,2.86E+00,-2.25E-01,-8.91E-01,-7.84E-02,-1.70E+00,1.04E+00,-2.80E-02,2.58E-02
10183,8.9,2.89E+00,-2.18E-01,-8.20E-01,-7.85E-02,-1.70E+00,9.61E-01,-1.90E-02,1.28E-02
10184,8.6,2.88E+00,-1.66E-01,-7.11E-01,-7.97E-02,-1.74E+00,8.11E-01,-4.33E-02,2.86E-02
10185,8.8,3.05E+00,4.14E-01,7.56E-01,-8.15E-02,-1.93E+00,-5.32E-01,-7.54E-02,3.95E-02
10186,8.7,2.89E+00,4.14E-01,7.40E-01,-7.75E-02,-1.82E+00,-5.65E-01,-1.08E-01,-1.65E-01
10187,8.6,3.00E+00,3.78E-01,6.90E-01,-8.16E-02,-1.91E+00,-5.39E-01,-9.19E-02,-1.06E-02
10188,8.8,3.00E+00,3.33E-01,6.79E-01,-8.14E-02,-1.90E+00,-5.51E-01,-8.84E-02,-8.10E-03
10189,8.5,3.46E+00,2.56E-01,6.08E-01,-9.67E-02,-2.29E+00,-4.97E-01,-1.44E-02,6.17E-01
10190,8.5,3.92E+00,1.94E+00,1.70E+00,-6.44E-02,-2.23E+00,1.60E+00,2.31E-01,8.33E-01
10191,8.8,3.19E+00,2.02E+00,1.74E+00,-4.22E-02,-1.64E+00,1.51E+00,1.02E-01,-1.35E-01
10192,8.8,3.23E+00,2.01E+00,1.73E+00,-4.33E-02,-1.67E+00,1.53E+00,1.10E-01,-8.39E-02
10193,8.6,3.18E+00,1.31E+00,1.26E+00,-6.13E-02,-1.82E+00,6.97E-01,3.12E-02,2.19E-02
10194,8.8,3.60E+00,8.18E-01,7.59E-01,-8.12E-02,-2.18E+00,6.69E-01,1.07E-01,6.36E-01
10195,8.5,2.93E+00,5.03E-01,1.20E-01,-6.90E-02,-1.71E+00,8.50E-01,-2.36E-02,-9.32E-02
10196,8.8,3.73E+00,2.01E-01,-1.09E-01,-9.48E-02,-2.33E+00,9.11E-01,1.36E-01,9.68E-01
10197,8.8,2.90E+00,1.97E-01,-2.39E-01,-7.24E-02,-1.70E+00,8.78E-01,-2.47E-02,-9.79E-02
10198,8.6,2.91E+00,1.04E-01,-3.62E-01,-7.54E-02,-1.74E+00,8.67E-01,-3.05E-02,-5.12E-02
10199,8.8,2.91E+00,3.29E-02,-4.50E-01,-7.55E-02,-1.72E+00,8.94E-01,-2.57E-02,-5.04E-02
10200,8.6,2.90E+00,-2.77E-02,-5.36E-01,-7.73E-02,-1.74E+00,8.88E-01,-3.07E-02,-6.81E-02
10201,8.8,2.90E+00,-9.68E-02,-6.00E-01,-7.77E-02,-1.73E+00,8.73E-01,-2.82E-02,-6.66E-02
10202,8.6,2.88E+00,-1.58E-01,-6.97E-01,-7.91E-02,-1.73E+00,8.75E-01,-3.85E-02,-6.85E-02
10203,8.6,2.87E+00,-1.80E-01,-7.11E-01,-7.96E-02,-1.74E+00,8.49E-01,-4.12E-02,-6.82E-02
