,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,7,V8
213,5,5.24E-01,1.36E+00,-1.01E+00,-8.02E-03,9.09E-02,2.97E-01,-6.18E-01,-1.46E-01
214,5.3,5.25E-01,1.30E+00,-1.06E+00,-7.81E-03,1.13E-01,2.87E-01,-6.09E-01,-1.43E-01
215,5.6,5.25E-01,1.22E+00,-1.14E+00,-7.26E-03,1.49E-01,3.15E-01,-5.95E-01,-1.41E-01
216,5.2,5.03E-01,1.19E+00,-1.20E+00,-9.14E-03,1.19E-01,3.01E-01,-6.15E-01,-1.44E-01
217,5.4,5.00E-01,1.15E+00,-1.24E+00,-9.29E-03,1.28E-01,3.03E-01,-6.12E-01,-1.43E-01
218,5.1,4.62E-01,1.09E+00,-1.38E+00,-1.04E-02,1.27E-01,3.53E-01,-6.30E-01,-1.31E-01
219,5.1,4.53E-01,1.05E+00,-1.44E+00,-1.08E-02,1.32E-01,3.73E-01,-6.31E-01,-1.32E-01
220,5.6,4.69E-01,1.00E+00,-1.43E+00,-9.58E-03,1.70E-01,3.42E-01,-6.11E-01,-1.26E-01
221,5.3,4.11E-01,9.85E-01,-1.51E+00,-1.01E-02,1.73E-01,3.55E-01,-6.35E-01,-1.79E-01
222,5.4,4.56E-01,9.36E-01,-1.55E+00,-1.17E-02,1.44E-01,3.62E-01,-6.21E-01,-1.46E-01
223,5.2,4.73E-01,9.43E-01,-1.55E+00,-1.34E-02,1.04E-01,3.32E-01,-6.31E-01,-8.29E-02
224,5.3,4.34E-01,9.07E-01,-1.59E+00,-1.24E-02,1.43E-01,3.30E-01,-6.34E-01,-1.30E-01
225,5.3,5.18E-01,1.03E+00,-1.24E+00,-1.46E-02,5.53E-02,-1.36E-02,-6.34E-01,-9.13E-02
226,5.3,6.29E-01,1.60E+00,1.57E-01,-1.52E-02,-1.04E-01,-1.29E+00,-6.82E-01,-1.16E-01
227,5.5,5.90E-01,1.54E+00,9.80E-02,-1.37E-02,-5.10E-02,-1.25E+00,-6.83E-01,-1.62E-01
228,5.4,6.23E-01,1.49E+00,1.71E-02,-1.58E-02,-9.27E-02,-1.20E+00,-6.80E-01,-1.32E-01
229,5.5,5.82E-01,1.46E+00,-4.62E-02,-1.46E-02,-5.01E-02,-1.16E+00,-6.83E-01,-1.80E-01
230,5.2,8.70E-01,3.29E+00,1.12E+00,2.45E-02,1.50E-01,1.02E+00,-4.66E-01,-2.10E-01
231,5.1,7.96E-01,2.87E+00,8.46E-01,1.46E-02,8.54E-02,4.99E-01,-5.25E-01,-2.05E-01
232,5.1,7.43E-01,2.38E+00,5.45E-01,2.94E-03,4.78E-03,-1.28E-01,-5.85E-01,-1.32E-01
233,5.1,6.69E-01,2.04E+00,2.72E-03,-3.25E-04,4.05E-02,6.33E-02,-5.94E-01,-1.38E-01
234,5.1,6.27E-01,1.83E+00,-2.69E-01,-3.02E-03,4.96E-02,7.23E-02,-6.05E-01,-1.39E-01
235,5.5,6.15E-01,1.67E+00,-4.34E-01,-3.42E-03,9.04E-02,8.14E-02,-5.93E-01,-1.35E-01
236,5.2,5.81E-01,1.57E+00,-6.02E-01,-5.74E-03,7.29E-02,1.02E-01,-6.12E-01,-1.39E-01
237,5.4,5.68E-01,1.48E+00,-7.19E-01,-6.21E-03,9.00E-02,1.34E-01,-6.09E-01,-1.39E-01
238,5.4,5.49E-01,1.39E+00,-8.62E-01,-7.05E-03,9.99E-02,1.83E-01,-6.11E-01,-1.40E-01
239,5.4,5.36E-01,1.32E+00,-9.64E-01,-7.59E-03,1.09E-01,2.18E-01,-6.11E-01,-1.41E-01
240,5.3,5.21E-01,1.26E+00,-1.07E+00,-8.08E-03,1.17E-01,2.74E-01,-6.13E-01,-1.42E-01
241,5.3,5.14E-01,1.22E+00,-1.14E+00,-8.66E-03,1.21E-01,2.69E-01,-6.11E-01,-1.43E-01
242,5.2,5.30E-01,1.15E+00,-1.26E+00,-1.05E-02,9.38E-02,3.41E-01,-6.12E-01,-9.66E-02
243,5.5,4.93E-01,1.10E+00,-1.30E+00,-9.17E-03,1.42E-01,3.50E-01,-6.11E-01,-1.43E-01
244,5,4.74E-01,1.11E+00,-1.35E+00,-1.11E-02,1.04E-01,3.26E-01,-6.30E-01,-1.48E-01
245,5.3,4.69E-01,1.08E+00,-1.35E+00,-1.04E-02,1.32E-01,2.91E-01,-6.27E-01,-1.29E-01
246,5.6,5.10E-01,1.01E+00,-1.39E+00,-1.07E-02,1.36E-01,3.09E-01,-6.05E-01,-7.71E-02
247,5.3,4.58E-01,1.02E+00,-1.42E+00,-1.10E-02,1.35E-01,2.98E-01,-6.29E-01,-1.29E-01
248,5.3,4.88E-01,9.88E-01,-1.46E+00,-1.26E-02,1.06E-01,2.94E-01,-6.25E-01,-8.07E-02
249,5.2,4.92E-01,9.98E-01,-1.40E+00,-1.32E-02,9.18E-02,2.03E-01,-6.31E-01,-7.95E-02
250,5.4,5.70E-01,1.26E+00,-6.96E-01,-1.38E-02,9.32E-03,-4.58E-01,-6.46E-01,-6.53E-02
251,5.2,6.29E-01,1.62E+00,1.74E-01,-1.50E-02,-1.10E-01,-1.26E+00,-6.87E-01,-1.17E-01
252,5.2,6.34E-01,1.59E+00,1.29E-01,-1.58E-02,-1.17E-01,-1.25E+00,-6.84E-01,-1.33E-01
253,5.5,6.73E-01,1.52E+00,8.52E-02,-1.61E-02,-1.15E-01,-1.21E+00,-6.67E-01,-8.19E-02
254,5.3,9.76E-01,3.43E+00,1.30E+00,2.49E-02,9.84E-02,1.06E+00,-4.38E-01,-1.12E-01
255,5.4,1.41E+00,3.34E+00,1.27E+00,1.19E-02,-2.38E-01,1.09E+00,-3.54E-01,4.69E-01
256,5.6,1.03E+00,3.02E+00,1.05E+00,1.45E-02,-4.48E-03,6.36E-01,-4.49E-01,4.14E-02
257,5.1,7.55E-01,2.28E+00,3.41E-01,1.47E-03,-3.89E-03,1.59E-02,-5.77E-01,-8.72E-02
258,5.1,6.51E-01,1.96E+00,-1.71E-01,-5.50E-04,6.13E-02,1.72E-01,-5.88E-01,-1.40E-01
259,5.2,6.48E-01,1.75E+00,-4.51E-01,-3.72E-03,5.00E-02,2.30E-01,-5.87E-01,-9.30E-02
260,5.2,6.35E-01,1.67E+00,-5.46E-01,-4.66E-03,5.67E-02,2.20E-01,-5.89E-01,-9.26E-02
261,5.2,6.11E-01,1.55E+00,-7.25E-01,-5.62E-03,7.19E-02,2.84E-01,-5.90E-01,-9.40E-02
262,4.9,5.72E-01,1.46E+00,-9.44E-01,-7.69E-03,5.79E-02,3.86E-01,-6.08E-01,-1.00E-01
263,5.2,5.60E-01,1.37E+00,-1.05E+00,-6.32E-03,1.13E-01,4.54E-01,-5.95E-01,-8.15E-02
264,5.2,5.68E-01,1.34E+00,-1.08E+00,-7.29E-03,1.04E-01,4.22E-01,-5.88E-01,-9.70E-02
265,5.5,5.65E-01,1.28E+00,-1.11E+00,-7.39E-03,1.17E-01,4.06E-01,-5.87E-01,-9.48E-02
266,5,5.17E-01,1.23E+00,-1.31E+00,-8.85E-03,1.09E-01,5.19E-01,-6.07E-01,-8.61E-02
267,5.3,4.88E-01,1.20E+00,-1.31E+00,-7.36E-03,1.56E-01,4.82E-01,-6.05E-01,-1.31E-01
268,5.3,5.07E-01,1.12E+00,-1.45E+00,-8.79E-03,1.41E-01,5.70E-01,-5.97E-01,-8.47E-02
269,5.1,4.49E-01,1.06E+00,-1.59E+00,-8.57E-03,1.71E-01,6.50E-01,-6.10E-01,-1.36E-01
270,5.1,4.49E-01,1.05E+00,-1.56E+00,-9.34E-03,1.60E-01,5.65E-01,-6.15E-01,-1.35E-01
271,5.2,4.54E-01,1.03E+00,-1.55E+00,-9.09E-03,1.70E-01,5.43E-01,-6.10E-01,-1.33E-01
272,5.3,4.54E-01,1.03E+00,-1.52E+00,-9.61E-03,1.62E-01,4.80E-01,-6.14E-01,-1.32E-01
273,5.4,6.60E-01,1.79E+00,3.77E-01,-1.15E-02,-8.24E-02,-1.25E+00,-6.64E-01,-9.80E-02
274,5.5,6.30E-01,1.75E+00,3.20E-01,-1.07E-02,-4.91E-02,-1.21E+00,-6.65E-01,-1.62E-01
275,5.3,6.21E-01,1.70E+00,2.34E-01,-1.20E-02,-6.90E-02,-1.14E+00,-6.76E-01,-1.81E-01
276,5.1,6.14E-01,1.65E+00,1.39E-01,-1.35E-02,-9.08E-02,-1.10E+00,-6.82E-01,-2.00E-01
277,5.1,9.35E-01,1.58E+00,5.59E-02,-2.32E-02,-3.37E-01,-1.01E+00,-6.18E-01,2.34E-01
278,5.3,8.50E-01,3.36E+00,1.20E+00,2.70E-02,1.86E-01,1.05E+00,-4.63E-01,-2.58E-01
279,5.1,1.03E+00,3.33E+00,1.18E+00,2.04E-02,1.76E-02,1.05E+00,-4.40E-01,-7.47E-03
280,5.1,1.34E+00,2.99E+00,9.70E-01,3.47E-03,-2.96E-01,7.52E-01,-4.12E-01,4.70E-01
281,5.3,1.52E+00,2.08E+00,2.17E-01,-2.11E-02,-5.74E-01,1.16E-01,-4.24E-01,9.31E-01
282,5.4,8.67E-01,1.84E+00,-2.42E-01,-6.80E-03,-8.36E-02,2.08E-01,-5.40E-01,1.53E-01
283,5.1,6.06E-01,1.74E+00,-4.39E-01,-3.44E-03,6.52E-02,1.84E-01,-6.05E-01,-1.41E-01
284,5.3,5.96E-01,1.63E+00,-5.80E-01,-3.78E-03,9.62E-02,1.97E-01,-5.93E-01,-1.39E-01
285,5.5,5.82E-01,1.52E+00,-7.13E-01,-4.28E-03,1.18E-01,2.25E-01,-5.88E-01,-1.38E-01
286,5.2,5.58E-01,1.47E+00,-8.15E-01,-6.17E-03,9.66E-02,2.26E-01,-6.05E-01,-1.42E-01
287,5.3,5.46E-01,1.40E+00,-9.07E-01,-6.72E-03,1.05E-01,2.51E-01,-6.06E-01,-1.42E-01
288,5.5,5.41E-01,1.32E+00,-1.01E+00,-6.20E-03,1.38E-01,3.19E-01,-5.94E-01,-1.41E-01
289,5.5,5.66E-01,1.26E+00,-1.10E+00,-7.69E-03,1.17E-01,3.62E-01,-5.87E-01,-9.35E-02
290,5.1,4.96E-01,1.20E+00,-1.26E+00,-8.85E-03,1.20E-01,4.04E-01,-6.15E-01,-1.47E-01
291,5.1,5.24E-01,1.16E+00,-1.29E+00,-1.05E-02,8.95E-02,4.03E-01,-6.15E-01,-9.91E-02
292,5.4,4.95E-01,1.13E+00,-1.29E+00,-8.89E-03,1.40E-01,3.75E-01,-6.11E-01,-1.44E-01
293,5.3,4.86E-01,1.11E+00,-1.31E+00,-9.87E-03,1.25E-01,3.48E-01,-6.21E-01,-1.45E-01
294,5.2,4.88E-01,1.08E+00,-1.36E+00,-1.03E-02,1.31E-01,3.48E-01,-6.39E-01,-1.47E-01
295,5.6,5.14E-01,1.05E+00,-1.33E+00,-9.87E-03,1.47E-01,2.98E-01,-6.19E-01,-1.59E-01
296,5.4,4.88E-01,1.03E+00,-1.38E+00,-1.07E-02,1.40E-01,2.97E-01,-6.36E-01,-1.45E-01
297,5.3,5.64E-01,1.33E+00,-6.36E-01,-1.21E-02,3.12E-02,-4.12E-01,-6.63E-01,-1.32E-01
298,5.2,6.41E-01,1.64E+00,1.27E-01,-1.34E-02,-8.05E-02,-1.12E+00,-6.90E-01,-1.20E-01
299,5.3,7.18E-01,1.59E+00,8.21E-02,-1.65E-02,-1.47E-01,-1.10E+00,-6.78E-01,-3.94E-02
300,5.5,7.31E-01,1.54E+00,3.28E-02,-1.62E-02,-1.31E-01,-1.07E+00,-6.61E-01,-5.35E-02
301,5.3,1.44E+00,1.38E+00,-9.65E-02,-3.87E-02,-7.04E-01,-9.62E-01,-5.31E-01,9.12E-01
302,5.4,9.55E-01,3.23E+00,1.07E+00,2.27E-02,1.19E-01,1.04E+00,-4.55E-01,-1.43E-01
303,5.1,9.06E-01,3.24E+00,1.05E+00,2.21E-02,1.10E-01,1.02E+00,-4.87E-01,-1.57E-01
304,5.2,8.25E-01,2.75E+00,7.28E-01,1.19E-02,6.64E-02,4.31E-01,-5.40E-01,-1.57E-01
305,5.1,7.87E-01,2.13E+00,1.95E-01,-2.03E-03,-3.81E-02,-2.09E-02,-5.94E-01,-5.63E-02
306,5.2,6.55E-01,1.81E+00,-2.63E-01,-3.01E-03,5.70E-02,5.11E-02,-6.09E-01,-1.54E-01
307,5.4,6.19E-01,1.60E+00,-5.45E-01,-4.69E-03,8.52E-02,1.15E-01,-6.09E-01,-1.55E-01
308,5.2,5.68E-01,1.46E+00,-7.88E-01,-6.43E-03,9.50E-02,1.87E-01,-6.27E-01,-1.43E-01
309,5.4,5.58E-01,1.38E+00,-8.93E-01,-6.71E-03,1.16E-01,2.10E-01,-6.22E-01,-1.42E-01
310,5.2,5.40E-01,1.32E+00,-9.95E-01,-8.11E-03,1.07E-01,2.08E-01,-6.29E-01,-1.44E-01
311,5.3,5.28E-01,1.26E+00,-1.09E+00,-8.66E-03,1.15E-01,2.34E-01,-6.29E-01,-1.44E-01
312,5.4,5.26E-01,1.21E+00,-1.12E+00,-8.86E-03,1.26E-01,2.14E-01,-6.26E-01,-1.43E-01
313,5.2,5.08E-01,1.17E+00,-1.22E+00,-9.86E-03,1.18E-01,2.51E-01,-6.35E-01,-1.45E-01
314,5.3,4.96E-01,1.10E+00,-1.32E+00,-1.01E-02,1.31E-01,3.08E-01,-6.34E-01,-1.46E-01
315,5.2,4.91E-01,1.08E+00,-1.34E+00,-1.07E-02,1.25E-01,2.82E-01,-6.38E-01,-1.46E-01
316,5.4,4.91E-01,1.04E+00,-1.36E+00,-1.08E-02,1.38E-01,2.53E-01,-6.33E-01,-1.44E-01
317,5.3,4.83E-01,1.01E+00,-1.40E+00,-1.15E-02,1.33E-01,2.45E-01,-6.38E-01,-1.45E-01
318,5.3,5.13E-01,9.89E-01,-1.44E+00,-1.31E-02,9.87E-02,2.54E-01,-6.36E-01,-9.75E-02
319,5.3,4.67E-01,9.54E-01,-1.47E+00,-1.26E-02,1.26E-01,2.54E-01,-6.50E-01,-1.46E-01
320,5.4,4.72E-01,9.34E-01,-1.48E+00,-1.25E-02,1.37E-01,2.17E-01,-6.41E-01,-1.44E-01
321,5.3,6.43E-01,1.60E+00,1.57E-01,-1.48E-02,-9.03E-02,-1.29E+00,-6.93E-01,-1.16E-01
322,5.2,6.44E-01,1.57E+00,1.11E-01,-1.57E-02,-1.05E-01,-1.26E+00,-6.97E-01,-1.34E-01
323,5.5,6.07E-01,1.52E+00,6.87E-02,-1.42E-02,-5.45E-02,-1.22E+00,-6.97E-01,-1.81E-01
324,5.2,6.00E-01,1.49E+00,-7.00E-03,-1.58E-02,-8.16E-02,-1.20E+00,-7.05E-01,-2.00E-01
325,5.2,5.93E-01,1.47E+00,-5.66E-02,-1.61E-02,-7.99E-02,-1.18E+00,-7.07E-01,-2.01E-01
326,5.2,8.93E-01,3.26E+00,1.08E+00,2.34E-02,1.34E-01,1.04E+00,-4.85E-01,-1.83E-01
327,5.2,1.12E+00,3.20E+00,1.04E+00,1.62E-02,-4.55E-02,1.05E+00,-4.42E-01,1.26E-01
328,5.1,1.17E+00,2.61E+00,6.55E-01,-1.01E-03,-2.36E-01,3.81E-01,-4.89E-01,3.27E-01
329,5.1,7.06E-01,2.10E+00,1.34E-01,-1.97E-04,2.53E-02,-8.56E-03,-6.07E-01,-1.53E-01
330,5.2,6.70E-01,1.73E+00,-4.14E-01,-4.48E-03,3.88E-02,1.74E-01,-6.07E-01,-1.09E-01
331,5.1,5.90E-01,1.55E+00,-7.32E-01,-5.51E-03,8.38E-02,2.70E-01,-6.18E-01,-1.61E-01
332,5.4,5.73E-01,1.41E+00,-8.96E-01,-6.17E-03,1.13E-01,2.91E-01,-6.12E-01,-1.59E-01
333,5.3,5.58E-01,1.33E+00,-9.98E-01,-7.16E-03,1.15E-01,3.03E-01,-6.16E-01,-1.60E-01
334,5.5,5.42E-01,1.28E+00,-1.03E+00,-7.26E-03,1.33E-01,2.60E-01,-6.20E-01,-1.42E-01
335,5.2,5.19E-01,1.23E+00,-1.13E+00,-9.05E-03,1.14E-01,2.61E-01,-6.36E-01,-1.45E-01
336,5,4.65E-01,1.20E+00,-1.20E+00,-9.20E-03,1.27E-01,2.75E-01,-6.55E-01,-1.97E-01
337,5.3,5.02E-01,1.13E+00,-1.28E+00,-9.95E-03,1.26E-01,2.84E-01,-6.33E-01,-1.46E-01
338,5.3,4.94E-01,1.07E+00,-1.33E+00,-1.04E-02,1.32E-01,2.86E-01,-6.37E-01,-1.45E-01
339,5.1,4.97E-01,1.07E+00,-1.33E+00,-1.20E-02,1.01E-01,2.41E-01,-6.44E-01,-1.63E-01
340,5.3,4.96E-01,1.03E+00,-1.36E+00,-1.20E-02,1.11E-01,2.34E-01,-6.41E-01,-1.61E-01
341,5.1,4.85E-01,9.98E-01,-1.40E+00,-1.31E-02,9.84E-02,2.03E-01,-6.50E-01,-1.62E-01
342,5.2,4.78E-01,9.46E-01,-1.47E+00,-1.33E-02,1.11E-01,2.33E-01,-6.47E-01,-1.62E-01
343,5.2,4.66E-01,9.47E-01,-1.46E+00,-1.32E-02,1.16E-01,2.00E-01,-6.54E-01,-1.46E-01
344,5.1,4.56E-01,9.21E-01,-1.48E+00,-1.43E-02,1.03E-01,1.60E-01,-6.64E-01,-1.46E-01
345,5.2,4.69E-01,9.36E-01,-1.40E+00,-1.41E-02,1.03E-01,7.44E-02,-6.61E-01,-1.43E-01
346,5.3,5.19E-01,1.12E+00,-9.12E-01,-1.51E-02,3.29E-02,-4.04E-01,-6.78E-01,-1.34E-01
347,5.1,5.93E-01,1.49E+00,-8.32E-03,-1.63E-02,-8.11E-02,-1.25E+00,-7.34E-01,-1.86E-01
348,5.2,5.94E-01,1.46E+00,-3.05E-02,-1.60E-02,-6.73E-02,-1.25E+00,-7.28E-01,-1.85E-01
349,5.4,7.42E-01,1.39E+00,-1.04E-01,-2.02E-02,-1.68E-01,-1.19E+00,-6.90E-01,-1.49E-02
350,5.1,1.25E+00,3.23E+00,1.07E+00,1.32E-02,-1.32E-01,1.05E+00,-4.34E-01,2.69E-01
351,5.2,9.19E-01,3.31E+00,1.14E+00,2.42E-02,1.42E-01,1.01E+00,-4.93E-01,-1.49E-01
352,5.3,8.46E-01,2.83E+00,8.62E-01,1.37E-02,8.59E-02,3.90E-01,-5.51E-01,-1.40E-01
353,5.3,7.45E-01,2.26E+00,3.43E-01,3.07E-03,5.36E-02,-2.39E-02,-6.05E-01,-1.36E-01
354,5.3,6.66E-01,1.88E+00,-1.93E-01,-1.43E-03,7.73E-02,6.47E-02,-6.22E-01,-1.40E-01
355,5.3,6.27E-01,1.68E+00,-5.00E-01,-3.25E-03,1.00E-01,1.56E-01,-6.23E-01,-1.42E-01
356,5.2,5.89E-01,1.58E+00,-6.61E-01,-4.53E-03,1.09E-01,1.77E-01,-6.37E-01,-1.28E-01
357,5.4,5.90E-01,1.48E+00,-7.72E-01,-5.40E-03,1.19E-01,1.88E-01,-6.28E-01,-1.43E-01
358,5.1,5.50E-01,1.41E+00,-9.14E-01,-6.80E-03,1.15E-01,2.25E-01,-6.48E-01,-1.30E-01
359,5.4,5.45E-01,1.33E+00,-1.02E+00,-6.28E-03,1.48E-01,2.93E-01,-6.36E-01,-1.29E-01
360,5.2,5.67E-01,1.29E+00,-1.08E+00,-8.54E-03,1.08E-01,2.84E-01,-6.39E-01,-8.23E-02
361,5.2,5.57E-01,1.19E+00,-1.27E+00,-9.20E-03,1.19E-01,4.16E-01,-6.31E-01,-1.01E-01
362,5.2,5.68E-01,1.12E+00,-1.41E+00,-1.02E-02,1.15E-01,4.91E-01,-6.24E-01,-3.81E-02
363,5.1,5.25E-01,1.13E+00,-1.38E+00,-1.02E-02,1.20E-01,4.26E-01,-6.46E-01,-8.71E-02
364,5.4,5.74E-01,1.05E+00,-1.43E+00,-1.13E-02,1.09E-01,4.31E-01,-6.23E-01,-5.17E-02
365,5.2,5.56E-01,1.05E+00,-1.46E+00,-1.16E-02,1.09E-01,4.21E-01,-6.32E-01,-3.73E-02
366,5.4,5.50E-01,9.96E-01,-1.52E+00,-1.19E-02,1.20E-01,4.20E-01,-6.29E-01,-3.63E-02
367,5.2,5.44E-01,9.92E-01,-1.53E+00,-1.25E-02,1.09E-01,4.06E-01,-6.36E-01,-3.73E-02
368,5.2,5.42E-01,9.74E-01,-1.53E+00,-1.30E-02,1.05E-01,3.70E-01,-6.39E-01,-3.68E-02
369,5.1,5.09E-01,1.01E+00,-1.44E+00,-1.30E-02,1.03E-01,2.38E-01,-6.58E-01,-8.45E-02
370,5.1,5.41E-01,1.14E+00,-1.12E+00,-1.37E-02,5.58E-02,-7.08E-02,-6.70E-01,-7.90E-02
371,5.2,6.46E-01,1.46E+00,-2.66E-01,-1.47E-02,-5.51E-02,-8.35E-01,-6.87E-01,-7.87E-02
372,5,6.76E-01,1.67E+00,2.25E-01,-1.62E-02,-1.40E-01,-1.33E+00,-7.22E-01,-5.65E-02
373,5.3,6.93E-01,1.62E+00,2.18E-01,-1.60E-02,-1.25E-01,-1.34E+00,-7.09E-01,-6.90E-02
374,5.4,1.03E+00,3.64E+00,1.55E+00,2.87E-02,1.22E-01,1.09E+00,-4.57E-01,-9.84E-02
375,5.2,1.02E+00,3.64E+00,1.52E+00,2.79E-02,1.10E-01,1.08E+00,-4.62E-01,-1.00E-01
376,5.5,1.03E+00,3.63E+00,1.54E+00,2.90E-02,1.31E-01,1.10E+00,-4.53E-01,-9.77E-02
377,5.3,8.95E-01,2.63E+00,8.79E-01,4.86E-03,-3.79E-02,-1.40E-01,-5.77E-01,-3.60E-02
378,5.2,7.99E-01,2.19E+00,1.65E-01,8.82E-04,1.44E-02,1.28E-01,-5.86E-01,-4.27E-02
379,5.4,7.73E-01,2.03E+00,-4.26E-02,-4.83E-04,3.45E-02,1.62E-01,-5.87E-01,-4.28E-02
380,5.1,7.35E-01,1.91E+00,-2.47E-01,-2.91E-03,2.23E-02,1.98E-01,-6.04E-01,-4.68E-02
381,5.4,7.29E-01,1.81E+00,-3.48E-01,-2.89E-03,5.04E-02,2.21E-01,-5.95E-01,-4.48E-02
382,5.3,7.16E-01,1.75E+00,-4.45E-01,-3.79E-03,5.38E-02,2.21E-01,-5.95E-01,-4.54E-02
383,5.1,6.89E-01,1.68E+00,-6.00E-01,-5.19E-03,4.66E-02,2.90E-01,-6.06E-01,-4.94E-02
384,5.1,6.38E-01,1.62E+00,-7.01E-01,-4.74E-03,8.20E-02,3.21E-01,-6.15E-01,-9.87E-02
385,5.4,6.31E-01,1.53E+00,-8.13E-01,-4.21E-03,1.16E-01,4.02E-01,-6.06E-01,-9.74E-02
386,5.2,6.06E-01,1.45E+00,-1.02E+00,-5.17E-03,1.25E-01,5.02E-01,-6.03E-01,-1.01E-01
387,5.2,5.93E-01,1.39E+00,-1.12E+00,-5.55E-03,1.35E-01,5.59E-01,-6.04E-01,-1.03E-01
388,5,6.05E-01,1.38E+00,-1.16E+00,-7.20E-03,9.99E-02,5.66E-01,-6.12E-01,-4.06E-02
389,5.2,6.00E-01,1.31E+00,-1.25E+00,-6.90E-03,1.26E-01,6.15E-01,-6.03E-01,-3.95E-02
390,5.3,5.58E-01,1.28E+00,-1.29E+00,-6.17E-03,1.58E-01,6.13E-01,-6.11E-01,-8.78E-02
391,5.2,5.50E-01,1.25E+00,-1.35E+00,-6.45E-03,1.61E-01,6.46E-01,-6.12E-01,-8.88E-02
392,5.5,5.45E-01,1.17E+00,-1.46E+00,-5.93E-03,1.94E-01,7.14E-01,-5.99E-01,-8.75E-02
393,5.2,7.54E-01,2.03E+00,5.99E-01,-9.40E-03,-1.08E-01,-1.18E+00,-6.73E-01,-5.46E-02
394,5.1,7.52E-01,1.99E+00,5.31E-01,-1.04E-02,-1.23E-01,-1.13E+00,-6.78E-01,-7.27E-02
395,5.2,7.06E-01,1.93E+00,4.73E-01,-9.47E-03,-8.19E-02,-1.10E+00,-6.89E-01,-1.21E-01
396,5.2,7.10E-01,1.90E+00,4.26E-01,-9.96E-03,-8.94E-02,-1.05E+00,-6.88E-01,-1.38E-01
397,5.4,7.15E-01,1.83E+00,3.51E-01,-1.02E-02,-7.94E-02,-1.01E+00,-6.80E-01,-1.53E-01
398,5.6,1.04E+00,3.54E+00,1.46E+00,2.77E-02,1.23E-01,1.11E+00,-4.45E-01,-1.29E-01
399,5.3,1.13E+00,3.53E+00,1.44E+00,2.35E-02,2.09E-02,1.10E+00,-4.45E-01,2.95E-02
400,5.5,1.01E+00,3.01E+00,1.10E+00,1.36E-02,-6.89E-04,4.70E-01,-5.09E-01,-9.54E-03
401,5.2,8.04E-01,2.41E+00,4.61E-01,4.68E-03,2.81E-02,1.22E-01,-5.87E-01,-9.03E-02
402,5,7.53E-01,2.15E+00,8.65E-02,1.97E-04,1.42E-02,1.55E-01,-6.05E-01,-1.10E-01
403,5.2,7.37E-01,2.00E+00,-6.40E-02,-7.22E-04,3.98E-02,1.45E-01,-6.01E-01,-1.08E-01
404,5.3,7.07E-01,1.84E+00,-3.07E-01,-1.91E-03,6.42E-02,2.29E-01,-6.01E-01,-1.09E-01
405,5.2,7.15E-01,1.74E+00,-4.76E-01,-4.66E-03,3.10E-02,2.77E-01,-6.05E-01,-6.42E-02
406,5.3,6.72E-01,1.67E+00,-5.60E-01,-3.63E-03,7.99E-02,3.00E-01,-6.06E-01,-1.11E-01
407,5.3,6.57E-01,1.60E+00,-6.35E-01,-4.63E-03,7.87E-02,2.97E-01,-6.15E-01,-1.12E-01
408,5.3,6.37E-01,1.50E+00,-7.97E-01,-5.36E-03,9.39E-02,3.65E-01,-6.15E-01,-1.13E-01
409,5.3,6.05E-01,1.46E+00,-8.50E-01,-5.07E-03,1.16E-01,3.73E-01,-6.18E-01,-1.78E-01
410,5.2,5.55E-01,1.30E+00,-1.23E+00,-5.47E-03,1.62E-01,6.43E-01,-6.39E-01,-1.70E-01
411,5.4,5.98E-01,1.27E+00,-1.20E+00,-6.73E-03,1.38E-01,5.63E-01,-6.29E-01,-1.19E-01
412,5.2,5.87E-01,1.26E+00,-1.22E+00,-7.90E-03,1.18E-01,5.36E-01,-6.41E-01,-1.21E-01
413,5.2,5.94E-01,1.22E+00,-1.26E+00,-8.50E-03,1.15E-01,5.39E-01,-6.35E-01,-1.36E-01
414,5.3,5.76E-01,1.17E+00,-1.33E+00,-8.17E-03,1.40E-01,5.68E-01,-6.36E-01,-1.20E-01
415,5.4,5.77E-01,1.16E+00,-1.32E+00,-8.58E-03,1.36E-01,5.14E-01,-6.38E-01,-1.19E-01
416,5.3,5.66E-01,1.12E+00,-1.36E+00,-9.58E-03,1.27E-01,4.93E-01,-6.46E-01,-1.19E-01
417,5.4,5.61E-01,1.07E+00,-1.41E+00,-9.97E-03,1.35E-01,4.82E-01,-6.45E-01,-1.18E-01
418,5.1,5.59E-01,1.11E+00,-1.33E+00,-1.15E-02,9.62E-02,3.61E-01,-6.62E-01,-1.19E-01
419,5.1,6.09E-01,1.10E+00,-1.27E+00,-1.35E-02,4.39E-02,2.79E-01,-6.59E-01,-8.51E-02
420,5.2,5.91E-01,9.99E-01,-1.46E+00,-1.34E-02,7.45E-02,4.10E-01,-6.52E-01,-8.66E-02
421,5.3,6.06E-01,1.03E+00,-1.33E+00,-1.37E-02,6.40E-02,2.65E-01,-6.53E-01,-8.28E-02
422,5.2,6.13E-01,1.02E+00,-1.30E+00,-1.50E-02,3.41E-02,2.05E-01,-6.61E-01,-9.89E-02
423,5.2,6.53E-01,1.02E+00,-1.29E+00,-1.63E-02,3.23E-03,1.65E-01,-6.52E-01,-4.97E-02
