,SMS.I.1..20..pct....silt.,V1,V2,V3,V4,V5,V6,V7,V8
4081,10.7,-9.14E-01,-4.06E-01,-8.49E-01,4.17E-03,3.17E-01,3.64E-01,3.88E-01,2.47E-01
4082,10.6,-9.90E-01,-4.00E-02,-8.87E-01,-1.22E-03,1.65E-01,5.51E-01,7.05E-01,6.94E-02
4083,10.8,-9.71E-01,-3.44E-02,-9.03E-01,9.29E-05,2.05E-01,5.03E-01,7.46E-01,9.65E-02
4084,10.7,-8.93E-01,-2.60E-01,-9.87E-01,1.34E-03,2.68E-01,3.94E-01,6.51E-01,2.29E-01
4085,10.6,-9.04E-01,-1.69E-01,-1.08E+00,-8.58E-04,2.27E-01,4.79E-01,7.78E-01,1.79E-01
4086,10.8,-8.91E-01,-2.21E-01,-1.10E+00,-2.84E-04,2.60E-01,4.12E-01,6.17E-01,2.18E-01
4087,10.7,-9.66E-01,-2.04E-01,-8.72E-01,-6.00E-04,2.28E-01,1.78E-01,4.53E-01,1.94E-01
4088,10.3,-1.10E+00,-2.27E-01,-5.24E-01,-3.95E-04,1.94E-01,-1.72E-01,2.62E-01,1.56E-01
4089,10.5,-1.19E+00,-8.10E-02,4.72E-01,5.91E-03,1.79E-01,-1.02E+00,4.87E-01,1.74E-01
4090,10.5,-1.23E+00,-1.92E-02,4.42E-01,2.81E-03,1.17E-01,-9.97E-01,3.17E-01,1.25E-01
4091,10.4,-1.35E+00,8.46E-03,4.36E-01,2.63E-03,1.22E-01,-9.83E-01,1.44E-01,5.35E-02
4092,10.6,-1.32E+00,3.43E-02,3.79E-01,1.75E-03,1.13E-01,-9.48E-01,8.95E-02,6.30E-02
4093,10.4,-1.39E+00,4.54E-02,3.51E-01,-5.74E-05,8.47E-02,-9.24E-01,-5.05E-02,-9.14E-03
4094,10.3,-1.27E+00,-6.96E-01,1.86E+00,3.49E-02,2.93E-01,7.79E-01,-1.15E-01,1.44E-01
4095,10.5,-1.22E+00,-6.85E-01,1.80E+00,3.55E-02,3.22E-01,7.43E-01,-3.49E-02,1.83E-01
4096,10.3,-1.21E+00,-5.69E-01,1.49E+00,2.77E-02,2.63E-01,3.87E-01,6.26E-02,1.64E-01
4097,10.5,-1.17E+00,-5.23E-01,1.39E+00,2.69E-02,2.82E-01,2.70E-01,1.62E-01,1.97E-01
4098,10.3,-1.19E+00,-4.93E-01,9.75E-01,2.08E-02,2.47E-01,2.95E-01,1.01E-01,1.53E-01
4099,10.4,-1.16E+00,-4.49E-01,6.65E-01,1.78E-02,2.65E-01,2.39E-01,1.57E-01,1.60E-01
4100,10.1,-1.10E+00,-4.75E-01,3.03E-01,1.32E-02,2.46E-01,2.50E-01,2.56E-01,1.74E-01
4101,10.6,-9.53E-01,-4.53E-01,1.79E-02,1.24E-02,2.90E-01,2.97E-01,3.73E-01,2.57E-01
4102,10.6,-9.18E-01,-4.74E-01,-1.94E-01,1.06E-02,2.99E-01,3.09E-01,4.47E-01,2.72E-01
4103,10.5,-9.09E-01,-4.92E-01,-3.50E-01,9.86E-03,3.19E-01,3.28E-01,4.93E-01,2.77E-01
4104,10.3,-9.00E-01,-4.96E-01,-4.73E-01,8.03E-03,3.08E-01,3.29E-01,5.08E-01,2.73E-01
4105,10.3,-8.89E-01,-4.91E-01,-5.84E-01,6.70E-03,3.00E-01,3.78E-01,4.83E-01,2.70E-01
4106,10.3,-8.37E-01,-5.32E-01,-8.19E-01,5.96E-03,3.30E-01,4.76E-01,5.55E-01,2.97E-01
4107,10.3,-8.30E-01,-5.25E-01,-8.37E-01,5.53E-03,3.28E-01,4.41E-01,5.75E-01,3.01E-01
4108,10.3,-8.70E-01,-5.12E-01,-8.48E-01,4.85E-03,3.21E-01,4.12E-01,5.38E-01,2.75E-01
4109,10.5,-8.52E-01,-4.80E-01,-9.47E-01,4.33E-03,3.33E-01,4.31E-01,5.14E-01,2.84E-01
4110,10,-9.42E-01,-4.77E-01,-9.38E-01,1.47E-03,2.65E-01,4.23E-01,4.10E-01,2.33E-01
4111,10,-1.10E+00,-3.64E-01,-6.93E-01,6.46E-04,2.14E-01,2.38E-01,1.94E-01,1.41E-01
4112,10.6,-1.16E+00,-2.20E-01,-2.93E-01,3.56E-03,2.27E-01,-9.86E-02,1.28E-01,1.10E-01
4113,10.6,-1.26E+00,-7.13E-02,6.43E-01,7.80E-03,1.73E-01,-8.81E-01,2.80E-01,1.05E-01
4114,10.3,-1.29E+00,-4.69E-02,5.94E-01,4.43E-03,1.08E-01,-8.61E-01,1.71E-01,6.26E-02
4115,10.3,-1.35E+00,-2.01E-02,5.60E-01,3.05E-03,8.94E-02,-8.56E-01,4.93E-02,1.94E-02
4116,10.3,-1.41E+00,2.22E-02,5.26E-01,1.89E-03,7.32E-02,-8.17E-01,-1.14E-01,-2.44E-02
4117,10.1,-1.47E+00,1.85E-02,4.87E-01,5.80E-05,4.25E-02,-7.94E-01,-2.31E-01,-6.90E-02
4118,10.2,-1.37E+00,-5.22E-01,1.60E+00,2.66E-02,2.16E-01,4.89E-01,-2.81E-01,3.33E-02
4119,10.3,-1.46E+00,-4.75E-01,1.63E+00,2.65E-02,2.13E-01,4.74E-01,-4.16E-01,-1.84E-02
4120,9.8,-1.48E+00,-5.02E-01,1.60E+00,2.41E-02,1.67E-01,4.41E-01,-4.20E-01,-4.23E-02
4121,9.8,-1.50E+00,-3.93E-01,1.39E+00,1.93E-02,1.36E-01,2.34E-01,-4.09E-01,-7.15E-02
4122,10,-1.50E+00,-3.44E-01,1.05E+00,1.61E-02,1.48E-01,2.65E-01,-4.58E-01,-8.34E-02
4123,10.1,-1.42E+00,-3.12E-01,6.80E-01,1.26E-02,1.65E-01,2.25E-01,-3.48E-01,-5.15E-02
4124,10.1,-1.35E+00,-3.16E-01,2.99E-01,9.16E-03,1.78E-01,2.57E-01,-2.63E-01,-2.41E-02
4125,10.3,-1.16E+00,-3.83E-01,-7.64E-02,8.14E-03,2.34E-01,3.04E-01,2.91E-02,8.96E-02
4126,10.3,-1.17E+00,-3.74E-01,-2.27E-01,6.78E-03,2.42E-01,3.11E-01,2.17E-02,7.99E-02
4127,10,-1.13E+00,-3.93E-01,-3.94E-01,4.54E-03,2.29E-01,3.13E-01,1.09E-01,9.22E-02
4128,9.7,-1.14E+00,-4.12E-01,-4.98E-01,2.00E-03,1.96E-01,3.26E-01,1.04E-01,7.03E-02
4129,10,-1.10E+00,-3.78E-01,-5.76E-01,2.23E-03,2.21E-01,3.18E-01,1.23E-01,9.88E-02
4130,10,-1.09E+00,-3.97E-01,-7.86E-01,1.15E-03,2.40E-01,4.15E-01,1.17E-01,9.63E-02
4131,10.2,-1.04E+00,-3.95E-01,-8.01E-01,1.64E-03,2.58E-01,3.64E-01,2.02E-01,1.31E-01
4132,10,-1.09E+00,-3.82E-01,-8.36E-01,-2.44E-04,2.26E-01,3.62E-01,1.26E-01,8.99E-02
4133,10,-1.06E+00,-3.88E-01,-9.18E-01,-9.28E-04,2.27E-01,3.44E-01,1.97E-01,1.29E-01
4134,10.1,-1.15E+00,-3.28E-01,-9.24E-01,-1.99E-03,2.11E-01,3.44E-01,2.86E-02,6.97E-02
