,SMS.I.1..2..pct....silt.,V1,V2,V3,V4,V5,V6,V7,V8
1371,7.1,1.53E+00,-1.32E-01,-8.81E-01,-1.35E-01,1.02E+00,5.17E-01,5.59E-02,1.97E-02
1372,7.1,1.56E+00,-2.12E-01,-8.95E-01,-1.37E-01,1.04E+00,5.38E-01,3.12E-02,6.65E-02
1373,7.1,1.56E+00,-2.57E-01,-8.78E-01,-1.37E-01,1.04E+00,5.03E-01,3.35E-02,5.17E-02
1374,7.1,1.55E+00,-3.53E-01,-9.38E-01,-1.34E-01,1.04E+00,5.48E-01,2.02E-02,6.62E-02
1375,7,1.54E+00,-3.43E-01,-9.14E-01,-1.35E-01,1.04E+00,4.85E-01,2.91E-02,6.76E-02
1376,7.2,1.55E+00,-3.53E-01,-8.91E-01,-1.31E-01,1.01E+00,4.48E-01,2.79E-02,6.92E-02
1377,7.1,1.63E+00,1.21E+00,1.66E-01,-1.29E-01,6.70E-01,-1.12E+00,3.13E-01,6.15E-02
1378,7,1.59E+00,1.15E+00,1.41E-01,-1.28E-01,6.72E-01,-1.09E+00,3.30E-01,-1.88E-03
1379,7,1.63E+00,1.07E+00,1.22E-01,-1.29E-01,6.93E-01,-1.07E+00,3.16E-01,4.53E-02
1380,6.9,1.80E+00,9.87E-01,1.64E-01,-1.49E-01,8.22E-01,-1.05E+00,2.37E-01,2.78E-01
1381,6.9,1.79E+00,9.36E-01,1.40E-01,-1.48E-01,8.25E-01,-1.03E+00,2.32E-01,2.75E-01
1382,7.1,1.93E+00,3.12E+00,-1.55E-01,-2.32E-01,1.26E+00,9.71E-01,2.50E-01,6.58E-02
1383,7.1,1.93E+00,3.08E+00,-1.72E-01,-2.29E-01,1.25E+00,9.63E-01,2.43E-01,6.26E-02
1384,6.9,1.88E+00,3.08E+00,-1.88E-01,-2.26E-01,1.23E+00,9.39E-01,2.68E-01,3.20E-02
1385,7,1.80E+00,2.20E+00,-6.32E-02,-1.87E-01,1.02E+00,1.14E-01,2.71E-01,8.57E-02
1386,7,1.77E+00,1.59E+00,-1.60E-01,-1.73E-01,9.97E-01,-1.24E-02,2.24E-01,1.31E-01
1387,6.9,1.69E+00,1.06E+00,-3.65E-01,-1.62E-01,1.00E+00,1.07E-01,1.88E-01,6.18E-02
1388,6.9,1.67E+00,8.18E-01,-4.40E-01,-1.56E-01,9.96E-01,1.10E-01,1.65E-01,6.10E-02
1389,7.1,1.65E+00,5.46E-01,-5.41E-01,-1.49E-01,9.92E-01,2.03E-01,1.32E-01,5.94E-02
1390,7,1.61E+00,2.50E-01,-6.99E-01,-1.45E-01,1.02E+00,3.66E-01,9.96E-02,7.15E-02
1391,6.8,1.59E+00,1.26E-01,-7.58E-01,-1.45E-01,1.04E+00,3.79E-01,8.80E-02,6.98E-02
1392,7,1.59E+00,5.59E-02,-7.65E-01,-1.41E-01,1.02E+00,3.75E-01,7.93E-02,7.06E-02
1393,7,1.59E+00,5.38E-03,-7.61E-01,-1.41E-01,1.03E+00,3.72E-01,7.77E-02,5.50E-02
1394,6.9,1.56E+00,-1.93E-01,-8.65E-01,-1.39E-01,1.04E+00,4.65E-01,5.97E-02,6.88E-02
1395,6.9,1.56E+00,-2.00E-01,-8.55E-01,-1.36E-01,1.03E+00,4.21E-01,5.70E-02,6.94E-02
1396,6.8,1.55E+00,-2.26E-01,-8.57E-01,-1.37E-01,1.03E+00,3.91E-01,6.08E-02,6.97E-02
1397,6.8,1.56E+00,-2.66E-01,-8.52E-01,-1.36E-01,1.03E+00,3.78E-01,5.40E-02,5.39E-02
1398,6.7,1.54E+00,-3.68E-01,-9.01E-01,-1.35E-01,1.04E+00,4.01E-01,5.05E-02,6.94E-02
1399,6.9,1.56E+00,-3.57E-01,-8.71E-01,-1.34E-01,1.02E+00,3.65E-01,4.85E-02,5.43E-02
1400,6.7,1.57E+00,-1.42E-01,-7.09E-01,-1.35E-01,9.79E-01,1.02E-01,9.23E-02,6.05E-02
1401,6.8,1.63E+00,1.13E+00,1.68E-01,-1.30E-01,6.82E-01,-1.18E+00,3.29E-01,4.69E-02
1402,6.7,1.62E+00,1.09E+00,1.55E-01,-1.30E-01,6.87E-01,-1.19E+00,3.29E-01,4.69E-02
1403,6.8,1.58E+00,1.05E+00,1.37E-01,-1.25E-01,6.60E-01,-1.17E+00,3.43E-01,2.14E-04
1404,6.7,1.57E+00,9.96E-01,1.16E-01,-1.26E-01,6.76E-01,-1.14E+00,3.45E-01,-5.20E-06
1405,6.8,1.72E+00,9.09E-01,1.40E-01,-1.41E-01,7.75E-01,-1.12E+00,2.69E-01,1.96E-01
1406,6.8,1.96E+00,3.15E+00,-1.43E-01,-2.39E-01,1.31E+00,9.55E-01,2.46E-01,1.07E-01
1407,6.8,1.95E+00,3.10E+00,-1.56E-01,-2.37E-01,1.30E+00,9.49E-01,2.46E-01,9.66E-02
1408,6.7,1.88E+00,3.10E+00,-1.92E-01,-2.30E-01,1.26E+00,9.43E-01,2.70E-01,1.19E-02
1409,6.7,1.79E+00,2.22E+00,-7.38E-02,-1.92E-01,1.05E+00,1.17E-01,2.79E-01,5.22E-02
1410,6.7,1.84E+00,1.89E+00,1.11E-02,-1.85E-01,1.02E+00,-2.19E-01,2.51E-01,1.69E-01
1411,6.7,1.65E+00,1.14E+00,-3.56E-01,-1.62E-01,9.91E-01,8.10E-02,2.16E-01,1.46E-02
1412,6.7,1.63E+00,8.30E-01,-4.65E-01,-1.55E-01,9.88E-01,1.29E-01,1.82E-01,1.30E-02
1413,6.6,1.61E+00,6.85E-01,-5.05E-01,-1.53E-01,9.94E-01,1.14E-01,1.76E-01,1.29E-02
1414,6.7,1.59E+00,4.82E-01,-5.72E-01,-1.47E-01,9.86E-01,1.63E-01,1.53E-01,1.23E-02
1415,6.9,1.58E+00,3.42E-01,-6.11E-01,-1.44E-01,9.84E-01,2.02E-01,1.43E-01,1.24E-02
1416,6.7,1.56E+00,1.82E-01,-6.94E-01,-1.44E-01,1.01E+00,2.77E-01,1.27E-01,1.00E-02
1417,6.9,1.57E+00,8.20E-02,-7.15E-01,-1.41E-01,1.01E+00,3.00E-01,1.10E-01,-6.41E-03
1418,6.7,1.54E+00,-9.89E-02,-8.27E-01,-1.40E-01,1.03E+00,4.26E-01,9.06E-02,6.54E-03
1419,6.5,1.53E+00,-1.06E-01,-8.19E-01,-1.41E-01,1.04E+00,3.77E-01,9.87E-02,7.18E-03
1420,6.7,1.53E+00,-1.67E-01,-8.20E-01,-1.37E-01,1.02E+00,3.65E-01,9.15E-02,8.17E-03
1421,6.6,1.52E+00,-2.58E-01,-8.65E-01,-1.37E-01,1.03E+00,4.00E-01,8.39E-02,6.92E-03
1422,6.7,1.52E+00,-3.04E-01,-8.70E-01,-1.34E-01,1.02E+00,3.98E-01,7.82E-02,7.41E-03
1423,6.7,1.51E+00,-3.68E-01,-8.93E-01,-1.33E-01,1.02E+00,4.09E-01,7.29E-02,7.08E-03
1424,6.5,1.50E+00,-3.89E-01,-8.83E-01,-1.34E-01,1.03E+00,3.47E-01,8.12E-02,8.04E-03
1425,6.5,1.51E+00,-1.94E-01,-7.30E-01,-1.33E-01,9.75E-01,1.06E-01,1.19E-01,1.42E-02
1426,6.6,1.61E+00,9.82E-01,8.92E-02,-1.32E-01,7.20E-01,-1.09E+00,3.20E-01,4.47E-02
1427,6.5,1.64E+00,7.82E-01,-5.38E-03,-1.38E-01,7.92E-01,-9.34E-01,2.77E-01,7.20E-02
1428,6.6,1.73E+00,9.20E-01,1.70E-01,-1.46E-01,8.01E-01,-1.13E+00,2.81E-01,1.57E-01
1429,6.6,1.74E+00,8.90E-01,1.79E-01,-1.46E-01,8.01E-01,-1.16E+00,2.77E-01,1.41E-01
1430,6.4,2.01E+00,3.19E+00,-9.43E-02,-2.52E-01,1.37E+00,9.24E-01,2.50E-01,8.50E-02
1431,6.5,2.01E+00,3.16E+00,-9.46E-02,-2.50E-01,1.36E+00,9.24E-01,2.46E-01,8.54E-02
1432,6.5,2.06E+00,3.15E+00,-8.06E-02,-2.54E-01,1.39E+00,9.22E-01,2.36E-01,1.17E-01
1433,6.7,1.95E+00,2.31E+00,2.57E-02,-2.13E-01,1.17E+00,1.48E-01,2.39E-01,1.54E-01
1434,6.7,1.92E+00,1.99E+00,7.24E-02,-1.97E-01,1.08E+00,-1.76E-01,2.57E-01,1.63E-01
